non_ipa,ipa,chart,height/manner,place/color,misc1,misc2
o)/,õʔ,vowel,higher-mid,back_rounded,interrupted_nasalized,plain
AUTO(oʔo),õʔõ,vowel,higher-mid,back_rounded,interrupted_nasalized,plain
e)/e),ẽʔẽ,vowel,higher-mid,front_unrounded,interrupted_nasalized,plain
a)/a),ãʔã,vowel,low,central_unrounded,interrupted_nasalized,plain
o*,omf,vowel,higher-mid,back_rounded,muffled,plain
e*,emf,vowel,higher-mid,front_unrounded,muffled,plain
AUTO(ũ),ũʰ,vowel,high,back_rounded,nasalized,aspirated
AUTO(ɨ̃),ɨ̃ʰ,vowel,high,central_unrounded,nasalized,aspirated
AUTO(ĩ),ĩʰ,vowel,high,front_unrounded,nasalized,aspirated
AUTO(æ̃),æ̃ʰ,vowel,higher-low,front_unrounded,nasalized,aspirated
AUTO(õ),õʰ,vowel,higher-mid,back_rounded,nasalized,aspirated
AUTO(ã),ãʰ,vowel,low,central_unrounded,nasalized,aspirated
AUTO(ĩ),ĩ̤,vowel,high,front_unrounded,nasalized,breathy
AUTO(ṳo̤),ṳ̃õ̤,vowel,high-to-higher-mid,back_rounded,nasalized,breathy
AUTO(i̤e̤),ĩ̤ẽ̤,vowel,high-to-higher-mid,front_unrounded,nasalized,breathy
oÐ),õ̤,vowel,higher-mid,back_rounded,nasalized,breathy
e)Ð,ẽ̤,vowel,higher-mid,front_unrounded,nasalized,breathy
aÐ),ã̤,vowel,low,central_unrounded,nasalized,breathy
uÐ),ṳ̃,vowel,lower-high,back_rounded,nasalized,breathy
AUTO(ɪ̃),ɪ̤̃,vowel,lower-high,front_unrounded,nasalized,breathy
AUTO(ʌ̃),ʌ̤̃,vowel,lower-mid,back_unrounded,nasalized,breathy
AUTO(õ̤),õ̤ː,vowel,higher-mid,back_rounded,nasalized,breathy_long
AUTO(ẽ̤),ẽ̤ː,vowel,higher-mid,front_unrounded,nasalized,breathy_long
AUTO(ṳ̃),ṳ̃ː,vowel,lower-high,back_rounded,nasalized,breathy_long
AUTO(ũ),ṵ̃,vowel,high,back_rounded,nasalized,creaky
AUTO(ɨ̃),ɨ̰̃,vowel,high,central_unrounded,nasalized,creaky
AUTO(ĩ),ḭ̃,vowel,high,front_unrounded,nasalized,creaky
AUTO(æ̃),æ̰̃,vowel,higher-low,front_unrounded,nasalized,creaky
AUTO(õ),õ̰,vowel,higher-mid,back_rounded,nasalized,creaky
AUTO(ã),ã̰,vowel,low,central_unrounded,nasalized,creaky
NEW,ɔ̆̃,vowel,lower-mid,back_rounded,nasalized,extra-short
AUTO(ŭ),ũ̆,vowel,high,back_rounded,nasalized,extra-short
AUTO(ĭ),ĩ̆,vowel,high,front_unrounded,nasalized,extra-short
AUTO(ŏ),õ̆,vowel,higher-mid,back_rounded,nasalized,extra-short
NEW,ẽ̆,vowel,higher-mid,front_unrounded,nasalized,extra-short
AUTO(ă),ã̆,vowel,low,central_unrounded,nasalized,extra-short
NEW,ɪ̃̆,vowel,lower-high,front_unrounded,nasalized,extra-short
AUTO(ə̆),ə̃̆,vowel,mid,central_unrounded,nasalized,extra-short
NEW,ʊ̃̆,vowel,lower-high,back_rounded,nasalized,extra-short
NEW_PARAMETER,ɨ̃ˑ,vowel,high,central_unrounded,nasalized,half-long
NEW_PARAMETER,ĩˑ,vowel,high,front_unrounded,nasalized,half-long
NEW_PARAMETER,õˑ,vowel,higher-mid,back_rounded,nasalized,half-long
NEW_PARAMETER,ẽˑ,vowel,higher-mid,front_unrounded,nasalized,half-long
NEW_PARAMETER,ãˑ,vowel,low,central_unrounded,nasalized,half-long
NEW_PARAMETER,ɛ̃ˑ,vowel,lower-mid,front_unrounded,nasalized,half-long
u):,ũː,vowel,high,back_rounded,nasalized,long
ö):,ɨ̃ː,vowel,high,central_unrounded,nasalized,long
i):,ĩː,vowel,high,front_unrounded,nasalized,long
NEW,ɐ̃,vowel,higher-low,central_unrounded,nasalized,plain
AUTO(æ̃),æ̃ː,vowel,higher-low,front_unrounded,nasalized,long
o):,õː,vowel,higher-mid,back_rounded,nasalized,long
e):,ẽː,vowel,higher-mid,front_unrounded,nasalized,long
AUTO(ɑ̃),ɑ̃ː,vowel,low,back_unrounded,nasalized,long
AUTO(ã),aː̃,vowel,low,central_unrounded,nasalized,long
a):,ãː,vowel,low,central_unrounded,nasalized,long
U):,ʊ̃ː,vowel,lower-high,back_rounded,nasalized,long
I):,ɪ̃ː,vowel,lower-high,front_unrounded,nasalized,long
):,ɔ̃ː,vowel,lower-mid,back_rounded,nasalized,long
Ã):,ʌ̃ː,vowel,lower-mid,back_unrounded,nasalized,long
AUTO(ɜː),ɜ̃ː,vowel,lower-mid,central_unrounded,nasalized,long
E):,ɛ̃ː,vowel,lower-mid,front_unrounded,nasalized,long
«):,ə̃ː,vowel,mid,central_unrounded,nasalized,long
AUTO(ĩː),ĩ̤ː,vowel,high,front_unrounded,nasalized,long_breathy
AUTO(ɪ̃ː),ɪ̤̃ː,vowel,lower-high,front_unrounded,nasalized,long_breathy
AUTO(ʌ̃ː),ʌ̤̃ː,vowel,lower-mid,back_unrounded,nasalized,long_breathy
AUTO(ũː),ṵ̃ː,vowel,high,back_rounded,nasalized,long_creaky
AUTO(ĩː),ḭ̃ː,vowel,high,front_unrounded,nasalized,long_creaky
AUTO(ãː),ã̰ː,vowel,low,central_unrounded,nasalized,long_creaky
je),jẽ,vowel,glide-to-higher-mid,palatal-to-front_unrounded,nasalized,plain
u),ũ,vowel,high,back_rounded,nasalized,plain
µ),ɯ̃,vowel,high,back_unrounded,nasalized,plain
AUTO(ʉ),ʉ̃,vowel,high,central_rounded,nasalized,plain
®),ɨ̃,vowel,high,central_unrounded,nasalized,plain
ö),ɨ̃,vowel,high,central_unrounded,nasalized,plain
y),ỹ,vowel,high,front_rounded,nasalized,plain
AUTO(y),̃ỹ,vowel,high,front_rounded,nasalized,plain
AUTO(y),̃ỹ,vowel,high,front_rounded,nasalized,plain
i),ĩ,vowel,high,front_unrounded,nasalized,plain
AUTO(i),̃ĩ,vowel,high,front_unrounded,nasalized,plain
AUTO(i),̃ĩ,vowel,high,front_unrounded,nasalized,plain
Q),æ̃,vowel,higher-low,front_unrounded,nasalized,plain
õ,õ,vowel,higher-mid,back_rounded,nasalized,plain
o),õ,vowel,higher-mid,back_rounded,nasalized,plain
AUTO(ɤ),ɤ̃,vowel,higher-mid,back_unrounded,nasalized,plain
AUTO(ɵ),ɵ̃,vowel,higher-mid,central_rounded,nasalized,plain
AUTO(ø),ø̃,vowel,higher-mid,front_rounded,nasalized,plain
e),ẽ,vowel,higher-mid,front_unrounded,nasalized,plain
AUTO(oʊ),õʊ̃,vowel,higher-mid-to-lower-high,back_rounded,nasalized,plain
AUTO(eɪ),ẽɪ̃,vowel,higher-mid-to-lower-high,front_unrounded,nasalized,plain
AUTO(ɒ),ɒ̃,vowel,low,back_rounded,nasalized,plain
A),ɑ̃,vowel,low,back_unrounded,nasalized,plain
a),ã,vowel,low,central_unrounded,nasalized,plain
ã,ã,vowel,low,central_unrounded,nasalized,plain
AUTO(aʊ),ãʊ̃,vowel,low-to-lower-high,central_unrounded-to-back_rounded,nasalized,plain
AUTO(aɪ),ãɪ̃,vowel,low-to-lower-high,central_unrounded-to-front,nasalized,plain
U),ʊ̃,vowel,lower-high,back_rounded,nasalized,plain
AUTO(ɨ̞),ɨ̞̃,vowel,lower-high,central_unrounded,nasalized,plain
I),ɪ̃,vowel,lower-high,front_unrounded,nasalized,plain
AUTO(ʊɔ),ʊ̃ɔ̃,vowel,lower-high-to-lower-mid,back_rounded,nasalized,plain
AUTO(ɪɛ),ɪ̃ɛ̃,vowel,lower-high-to-lower-mid,front_unrounded,nasalized,plain
),ɔ̃,vowel,lower-mid,back_rounded,nasalized,plain
Ã),ʌ̃,vowel,lower-mid,back_unrounded,nasalized,plain
¿),œ̃,vowel,lower-mid,front_rounded,nasalized,plain
E),ɛ̃,vowel,lower-mid,front_unrounded,nasalized,plain
AUTO(u̞),ũ̞,vowel,lowered-high,back_rounded,nasalized,plain
AUTO(i̞),ĩ̞,vowel,lowered-high,front_unrounded,nasalized,plain
«),ə̃,vowel,mid,central_unrounded,nasalized,plain
o3),õ̝,vowel,raised-higher-mid,back_rounded,nasalized,plain
e3),ẽ̝,vowel,raised-higher-mid,front_unrounded,nasalized,plain
AUTO(ʌ̝),ʌ̝̃,vowel,raised-lower-mid,back_unrounded,nasalized,plain
AUTO(u̥),ũ̥,vowel,high,back_rounded,nasalized,voiceless
AUTO(ɨ̃),ɨ̥̃,vowel,high,central_unrounded,nasalized,voiceless
AUTO(i̥),ĩ̥,vowel,high,front_unrounded,nasalized,voiceless
AUTO(o̥),õ̥,vowel,higher-mid,back_rounded,nasalized,voiceless
AUTO(e̥),ẽ̥,vowel,higher-mid,front_unrounded,nasalized,voiceless
AUTO(ḁ),ḁ̃,vowel,low,central_unrounded,nasalized,voiceless
AUTO(ʌ̃),ʌ̥̃,vowel,lower-mid,back_unrounded,nasalized,voiceless
AUTO(ɛ̥),ɛ̥̃,vowel,lower-mid,front_unrounded,nasalized,voiceless
NEW_PARAMETER,ˀõ,vowel,higher-mid,back_rounded,nasalized _preglottalized,plain
NEW_PARAMETER,ˀẽ,vowel,higher-mid,front_unrounded,nasalized _preglottalized,plain
NEW_PARAMETER,ˀã,vowel,low,central_unrounded,nasalized_preglottalized,plain
uÐ³,ṳˤ,vowel,high,back_rounded,pharyngealized,breathy
oÐ³,o̤ˤ,vowel,higher-mid,back_rounded,pharyngealized,breathy
aÐ³,a̤ˤ,vowel,low,central_unrounded,pharyngealized,breathy
u³,uˤ,vowel,high,back_rounded,pharyngealized,plain
i³,iˤ,vowel,high,front_unrounded,pharyngealized,plain
o³,oˤ,vowel,higher-mid,back_rounded,pharyngealized,plain
e³,eˤ,vowel,higher-mid,front_unrounded,pharyngealized,plain
a³,aˤ,vowel,low,central_unrounded,pharyngealized,plain
«³,əˤ,vowel,mid,central_unrounded,pharyngealized,plain
u³/,uˤʔ,vowel,high,back_rounded,pharyngealized_glottalized,plain
a³/,aˤʔ,vowel,low,central_unrounded,pharyngealized_glottalized,plain
AUTO(uˤ),uˤː,vowel,high,back_rounded,pharyngealized_long,plain
AUTO(iˤ),iˤː,vowel,high,front_unrounded,pharyngealized_long,plain
AUTO(oˤ),oˤː,vowel,higher-mid,back_rounded,pharyngealized_long,plain
AUTO(aˤ),aˤː,vowel,low,central_unrounded,pharyngealized_long,plain
uÐ)³,ṳ̃ˤ,vowel,high,back_rounded,pharyngealized_nasalized,breathy
oÐ)³,õ̤ˤ,vowel,higher-mid,back_rounded,pharyngealized_nasalized,breathy
aÐ)³,ã̤ˤ,vowel,low,central_unrounded,pharyngealized_nasalized,breathy
u)³,ũˤ,vowel,high,back_rounded,pharyngealized_nasalized,plain
o)³,õˤ,vowel,higher-mid,back_rounded,pharyngealized_nasalized,plain
a)³,ãˤ,vowel,low,central_unrounded,pharyngealized_nasalized,plain
AUTO(u),uʰ,vowel,high,back_rounded,plain,aspirated
AUTO(ɨ),ɨʰ,vowel,high,central_unrounded,plain,aspirated
AUTO(i),iʰ,vowel,high,front_unrounded,plain,aspirated
AUTO(o),oʰ,vowel,higher-mid,back_rounded,plain,aspirated
AUTO(e),eʰ,vowel,higher-mid,front_unrounded,plain,aspirated
AUTO(a),aʰ,vowel,low,central_unrounded,plain,aspirated
AUTO(ɨ̞),ɨ̞ʰ,vowel,lower-high,central_unrounded,plain,aspirated
AUTO(ɛ),ɛʰ,vowel,lower-mid,front_unrounded,plain,aspirated
AUTO(aʰ),aʰː,vowel,low,central_unrounded,plain,aspirated_long
u-,ṳ,vowel,high,back_rounded,plain,breathy
uÐ,ṳ,vowel,high,back_rounded,plain,breathy
i-,i̤,vowel,high,front_unrounded,plain,breathy
iÐ,i̤,vowel,high,front_unrounded,plain,breathy
u-o-,ṳo̤,vowel,high-to-higher-mid,back_rounded,plain,breathy
i-e-,i̤e̤,vowel,high-to-higher-mid,front_unrounded,plain,breathy
AUTO(æ),æ̤,vowel,higher-low,front_unrounded,plain,breathy
o-,o̤,vowel,higher-mid,back_rounded,plain,breathy
oÐ,o̤,vowel,higher-mid,back_rounded,plain,breathy
e-,e̤,vowel,higher-mid,front_unrounded,plain,breathy
eÐ,e̤,vowel,higher-mid,front_unrounded,plain,breathy
AUTO(ɑ),ɑ̤,vowel,low,back_unrounded,plain,breathy
aÐ,a̤,vowel,low,central_unrounded,plain,breathy
AUTO(ʊ),ʊ̤,vowel,lower-high,back_rounded,plain,breathy
AUTO(ʊɔ),ʊ̤ɔ̤,vowel,lower-high-to-lower-mid,back_rounded,plain,breathy
AUTO(ɪɛ),ɪ̤ɛ̤,vowel,lower-high-to-lower-mid,front_unrounded,plain,breathy
AUTO(ɔ),ɔ̤,vowel,lower-mid,back_rounded,plain,breathy
Ã-,ʌ̤,vowel,lower-mid,back_unrounded,plain,breathy
AUTO(ɛ),ɛ̤,vowel,lower-mid,front_unrounded,plain,breathy
AUTO(ə),ə̤,vowel,mid,central_unrounded,plain,breathy
AUTO(a̤),a̤ː,vowel,low,central_unrounded,plain,breathy_long
u-u-,ṳː,vowel,high,back_rounded,plain,breathy_long
i-i-,i̤ː,vowel,high,front_unrounded,plain,breathy_long
o-o-,o̤ː,vowel,higher-mid,back_rounded,plain,breathy_long
e-e-,e̤ː,vowel,higher-mid,front_unrounded,plain,breathy_long
Ã-Ã-,ʌ̤ː,vowel,lower-mid,back_unrounded,plain,breathy_long
u¼,ṵ,vowel,high,back_rounded,plain,creaky
AUTO(ɨ),ɨ̰,vowel,high,central_unrounded,plain,creaky
i¼,ḭ,vowel,high,front_unrounded,plain,creaky
AUTO(æ),æ̰,vowel,higher-low,front_unrounded,plain,creaky
AUTO(o),o̰,vowel,higher-mid,back_rounded,plain,creaky
AUTO(e),ḛ,vowel,higher-mid,front_unrounded,plain,creaky
a¼,a̰,vowel,low,central_unrounded,plain,creaky
AUTO(ʊ),ʊ̰,vowel,lower-high,back_rounded,plain,creaky
AUTO(ɨ̞),ɨ̞̰,vowel,lower-high,central_unrounded,plain,creaky
AUTO(ɪ),ɪ̰,vowel,lower-high,front_unrounded,plain,creaky
AUTO(ɔ),ɔ̰,vowel,lower-mid,back_rounded,plain,creaky
AUTO(ʌ),ʌ̰,vowel,lower-mid,back_unrounded,plain,creaky
AUTO(ɛ),ɛ̰,vowel,lower-mid,front_unrounded,plain,creaky
AUTO(a̝),a̝̰,vowel,raised-low,central_unrounded,plain,creaky
AUTO(o̰),o̰ː,vowel,higher-mid,back_rounded,plain,creaky_long
AUTO(ḛ),ḛː,vowel,higher-mid,front_unrounded,plain,creaky_long
u¼:,ṵː,vowel,high,back_rounded,plain,creaky_long
i¼:,ḭː,vowel,high,front_unrounded,plain,creaky_long
a¼:,a̰ː,vowel,low,central_unrounded,plain,creaky_long
u::,uːː,vowel,high,back_rounded,plain,extra-long
ö::,ɨːː,vowel,high,central_unrounded,plain,extra-long
i::,iːː,vowel,high,front_unrounded,plain,extra-long
o::,oːː,vowel,higher-mid,back_rounded,plain,extra-long
e::,eːː,vowel,higher-mid,front_unrounded,plain,extra-long
a::,aːː,vowel,low,central_unrounded,plain,extra-long
NEW,ŭ,vowel,high,back_rounded,plain,extra-short
NEW,ĭ,vowel,high,front_unrounded,plain,extra-short
NEW,y̆,vowel,high,front_rounded,plain,extra-short
NEW,ʏ̆,vowel,high,front_rounded,plain,extra-short
NEW,ɛ̆,vowel,lower-mid,front_unrounded,plain,extra-short
NEW,œ̆,vowel,lower-mid,front_rounded,plain,extra-short
NEW,ɑ̆,vowel,low,back_unrounded,plain,extra-short
o(,ŏ,vowel,higher-mid,back_rounded,plain,extra-short
O(,ø̆,vowel,higher-mid,front_rounded,plain,extra-short
NEW,ĕ,vowel,higher-mid,front_unrounded,plain,extra-short
a(,ă,vowel,low,central_unrounded,plain,extra-short
NEW,ʊ̆,vowel,lower-high,back_rounded,plain,extra-short
NEW,ɪ̆,vowel,lower-high,front_unrounded,plain,extra-short
NEW,ɔ̆,vowel,lower-mid,back_rounded,plain,extra-short
Ã(,ʌ̆,vowel,lower-mid,back_unrounded,plain,extra-short
«(,ə̆,vowel,mid,central_unrounded,plain,extra-short
AUTO(ɔ̆),ɔ̃̆,vowel,lower-mid,back_rounded,plain,extra-short_nasalized
NEW_PARAMETER,uˑ,vowel,high,back_rounded,plain,half-long
NEW_PARAMETER,ɨˑ,vowel,high,central_unrounded,plain,half-long
NEW_PARAMETER,iˑ,vowel,high,front_unrounded,plain,half-long
NEW_PARAMETER,oˑ,vowel,higher-mid,back_rounded,plain,half-long
NEW_PARAMETER,eˑ,vowel,higher-mid,front_unrounded,plain,half-long
NEW_PARAMETER,aˑ,vowel,low,central_unrounded,plain,half-long
NEW_PARAMETER,ɛˑ,vowel,lower-mid,front_unrounded,plain,half-long
NEW,ʏː,,vowel,lower-high,front_unrounded,plain,plain
AUTO(ʉ),ʉː,vowel,high,central_rounded,plain,long
AUTO(ie),ieː,vowel,high-to-higher-mid,front_unrounded,plain,long
AUTO(ia),iaː,vowel,high-to-low,front_unrounded-to-central,plain,long
AUTO(iə),iːə,vowel,high-to-mid,front_unrounded-to-central,plain,long
AUTO(ɵ),ɵː,vowel,higher-mid,central_rounded,plain,long
NEW_PARAMETER,ëː,vowel,higher-mid,centralized-front_unrounded,plain,long
AUTO(øə),øəː,vowel,higher-mid-to-mid,front_rounded-to-central_unrounded,plain,long
AUTO(eə),eəː,vowel,higher-mid-to-mid,front_unrounded-to-central,plain,long
AUTO(ɨ̞),ɨ̞ː,vowel,lower-high,central_unrounded,plain,long
AUTO(u̞),u̞ː,vowel,lowered-high,back_rounded,plain,long
AUTO(i̞),i̞ː,vowel,lowered-high,front_unrounded,plain,long
NEW,u̠̞ː,vowel,lowered-high,retracted-back_rounded,plain,long
AUTO(o̞),o̞ː,vowel,lowered-higher-mid,back_rounded,plain,long
AUTO(e̞),e̞ː,vowel,lowered-higher-mid,front_unrounded,plain,long
AUTO(a̞),a̞ː,vowel,lowered-low,central_unrounded,plain,long
je:,jeː,vowel,glide-to-higher-mid,palatal-to-front_unrounded,plain,long
¬+:,ʉ̟ː,vowel,high,advanced-central_rounded,plain,long
u:,uː,vowel,high,back_rounded,plain,long
uu,uː,vowel,high,back_rounded,plain,long
µ:,ɯː,vowel,high,back_unrounded,plain,long
µµ,ɯː,vowel,high,back_unrounded,plain,long
ö:,ɨː,vowel,high,central_unrounded,plain,long
öö,ɨː,vowel,high,central_unrounded,plain,long
NEW_PARAMETER,ÿː,vowel,high,centralized-front_rounded,plain,long
y:,yː,vowel,high,front_rounded,plain,long
i:,iː,vowel,high,front_unrounded,plain,long
ii,iː,vowel,high,front_unrounded,plain,long
Œ:,ɐː,vowel,higher-low,central_unrounded,plain,long
Q:,æː,vowel,higher-low,front_unrounded,plain,long
QQ,æː,vowel,higher-low,front_unrounded,plain,long
o:,oː,vowel,higher-mid,back_rounded,plain,long
oo,oː,vowel,higher-mid,back_rounded,plain,long
F:,ɤː,vowel,higher-mid,back_unrounded,plain,long
FF,ɤː,vowel,higher-mid,back_unrounded,plain,long
NEW_PARAMETER,ø̈ː,vowel,higher-mid,centralized-front_rounded,plain,long
O:,øː,vowel,higher-mid,front_rounded,plain,long
e:,eː,vowel,higher-mid,front_unrounded,plain,long
ee,eː,vowel,higher-mid,front_unrounded,plain,long
AUTO(eɪ),eːɪ,vowel,higher-mid-to-lower-high,front_unrounded,plain,long
,ɒː,vowel,low,back_rounded,plain,long
A:,ɑː,vowel,low,back_unrounded,plain,long
AA,ɑː,vowel,low,back_unrounded,plain,long
a:,aː,vowel,low,central_unrounded,plain,long
aa,aː,vowel,low,central_unrounded,plain,long
U:,ʊː,vowel,lower-high,back_rounded,plain,long
UU,ʊː,vowel,lower-high,back_rounded,plain,long
I:,ɪː,vowel,lower-high,front_unrounded,plain,long
II,ɪː,vowel,lower-high,front_unrounded,plain,long
:,ɔː,vowel,lower-mid,back_rounded,plain,long
,ɔː,vowel,lower-mid,back_rounded,plain,long
Ã:,ʌː,vowel,lower-mid,back_unrounded,plain,long
Î:,ɜː,vowel,lower-mid,central_unrounded,plain,long
¿:,œː,vowel,lower-mid,front_rounded,plain,long
E:,ɛː,vowel,lower-mid,front_unrounded,plain,long
EE,ɛː,vowel,lower-mid,front_unrounded,plain,long
«:,əː,vowel,mid,advanced-central_unrounded,plain,long
««,əː,vowel,mid,central_unrounded,plain,long
u3:,u̝ː,vowel,raised-high,back_rounded,plain,long
i3:,i̝ː,vowel,raised-high,front_unrounded,plain,long
o3:,o̝ː,vowel,raised-higher-mid,back_rounded,plain,long
e3:,e̝ː,vowel,raised-higher-mid,front_unrounded,plain,long
a3:,a̪ː,vowel,raised-low,central_unrounded,plain,long
aa^,a̝ː,vowel,raised-low,central_unrounded,plain,long
3:,ɔ̝ː,vowel,raised-lower-mid,back_rounded,plain,long
AUTO(uː),uʰː,vowel,high,back_rounded,plain,long_aspirated
AUTO(iː),iʰː,vowel,high,front_unrounded,plain,long_aspirated
AUTO(aː),aːʰ,vowel,low,central_unrounded,plain,long_aspirated
AUTO(ʊː),ʊ̤ː,vowel,lower-high,back_rounded,plain,long_breathy
AUTO(ɪː),ɪ̤ː,vowel,lower-high,front_unrounded,plain,long_breathy
AUTO(ɔː),ɔ̤ː,vowel,lower-mid,back_rounded,plain,long_breathy
AUTO(ɛː),ɛ̤ː,vowel,lower-mid,front_unrounded,plain,long_breathy
AUTO(ɔː),ɔ̰ː,vowel,lower-mid,back_rounded,plain,long_creaky
AUTO(ɛː),ɛ̰ː,vowel,lower-mid,front_unrounded,plain,long_creaky
AUTO(iː),iʲː,vowel,high,front_unrounded,plain,long_palatalized
AUTO(uː),uˁː,vowel,high,back_rounded,plain,long_pharyngealized
AUTO(iː),iˁː,vowel,high,front_unrounded,plain,long_pharyngealized
AUTO(oː),oˁː,vowel,higher-mid,back_rounded,plain,long_pharyngealized
AUTO(eː),eˁː,vowel,higher-mid,front_unrounded,plain,long_pharyngealized
AUTO(aː),aˁː,vowel,low,central_unrounded,plain,long_pharyngealized
AUTO(ɔː),ɔˁː,vowel,lower-mid,back_rounded,plain,long_pharyngealized
AUTO(ɛː),ɛˁː,vowel,lower-mid,front_unrounded,plain,long_pharyngealized
AUTO(uː),u˞ː,vowel,high,back_rounded,plain,long_rhotic
NEW,u˞ː,vowel,high,back_rounded,plain,long_rhotic
AUTO(iː),i˞ː,vowel,high,front_unrounded,plain,long_rhotic
NEW,i˞ː,vowel,high,front_unrounded,plain,long_rhotic
AUTO(oː),o˞ː,vowel,higher-mid,back_rounded,plain,long_rhotic
AUTO(eː),e˞ː,vowel,higher-mid,front_unrounded,plain,long_rhotic
AUTO(aː),a˞ː,vowel,low,central_unrounded,plain,long_rhotic
NEW,a̝˞ː,vowel,raised,central_unrounded,plain,long_rhotic
AUTO(u),uʲ,vowel,high,back_rounded,plain,palatalized
AUTO(i),iʲ,vowel,high,front_unrounded,plain,palatalized
AUTO(a),aʲ,vowel,low,central_unrounded,plain,palatalized
AUTO(u),uˁ,vowel,high,back_rounded,plain,pharyngealized
AUTO(i),iˁ,vowel,high,front_unrounded,plain,pharyngealized
NEW,æˤː,vowel,higher-low,front_unrounded,plain,pharyngealized
AUTO(o),oˁ,vowel,higher-mid,back_rounded,plain,pharyngealized
AUTO(e),eˁ,vowel,higher-mid,front_unrounded,plain,pharyngealized
AUTO(a),aˁ,vowel,low,central_unrounded,plain,pharyngealized
AUTO(ə),əˁ,vowel,mid,central_unrounded,plain,pharyngealized
je,je,vowel,glide-to-higher-mid,palatal-to-front_unrounded,plain,plain
i+,i̟,vowel,high,advanced-front_unrounded,plain,plain
u,u,vowel,high,back_rounded,plain,plain
ui,ui,vowel,high,back_rounded-to-front_unrounded,plain,plain
µ,ɯ,vowel,high,back_unrounded,plain,plain
¬,ʉ,vowel,high,central_rounded,plain,plain
ö,ɨ,vowel,high,central_unrounded,plain,plain
NEW_PARAMETER,ü,vowel,high,centralized-back_rounded,plain,plain
NEW_PARAMETER,ï,vowel,high,centralized-front_unrounded,plain,plain
y,y,vowel,high,front_rounded,plain,plain
yi,yi,vowel,high,front_rounded-to-unrounded,plain,plain
i,i,vowel,high,front_unrounded,plain,plain
NEW,u̠,vowel,high,retracted-back_rounded,plain,plain
NEW,i̠,vowel,high,retracted-front_unrounded,plain,plain
u9o,u̯o,vowel,high_glide-to-higher-mid,back_rounded,plain,plain
i9e,i̯e,vowel,high_glide-to-higher-mid,front_unrounded,plain,plain
i9o,i̯o,vowel,high_glide-to-higher-mid,front_unrounded-to-back_rounded,plain,plain
uw,uw,vowel,high-to-glide,back_rounded-to-labiovelar,plain,plain
uj,uj,vowel,high-to-glide,back_unrounded-to-palatal,plain,plain
ij,ij,vowel,high-to-glide,front_unrounded-to-palatal,plain,plain
uo,uo,vowel,high-to-higher-mid,back_rounded,plain,plain
ie,ie,vowel,high-to-higher-mid,front_unrounded,plain,plain
ua,ua,vowel,high-to-low,back_rounded-to-central_unrounded,plain,plain
ia,ia,vowel,high-to-low,front_unrounded-to-central,plain,plain
u,uɔ,vowel,high-to-lower-mid,back_rounded,plain,plain
iE,iɛ,vowel,high-to-lower-mid,front_unrounded,plain,plain
u«,uə,vowel,high-to-mid,back_rounded-to-central_unrounded,plain,plain
µ«,ɯə,vowel,high-to-mid,back_unrounded-to-central,plain,plain
i«,iə,vowel,high-to-mid,front_unrounded-to-central,plain,plain
Œ,ɐ,vowel,higher-low,central_unrounded,plain,plain
Q,æ,vowel,higher-low,front_unrounded,plain,plain
NEW,o̟,vowel,higher-mid,advanced-back_rounded,plain,plain
NEW,e̟,vowel,higher-mid,advanced-front_unrounded,plain,plain
o,o,vowel,higher-mid,back_rounded,plain,plain
F,ɤ,vowel,higher-mid,back_unrounded,plain,plain
P,ɵ,vowel,higher-mid,central_rounded,plain,plain
NEW,ɘ,vowel,higher-mid,central_unrounded,plain,plain
NEW_PARAMETER,ö,vowel,higher-mid,centralized-back_rounded,plain,plain
NEW_PARAMETER,ë,vowel,higher-mid,centralized-front_unrounded,plain,plain
O,ø,vowel,higher-mid,front_rounded,plain,plain
e,e,vowel,higher-mid,front_unrounded,plain,plain
Q~e,e,vowel,higher-mid,front_unrounded,plain,plain
NEW,o̠,vowel,higher-mid,retracted-back_rounded,plain,plain
NEW,e̠,vowel,higher-mid,retracted-front_unrounded,plain,plain
o9u,o̯u,vowel,higher-mid_glide-to-high,back_rounded,plain,plain
e9o,e̯o,vowel,higher-mid_glide-to-higher-mid,front_unrounded-to-back_rounded,plain,plain
o9a,o̯a,vowel,higher-mid_glide-to-low,back_rounded-to-central_unrounded,plain,plain
e9a,e̯a,vowel,higher-mid_glide-to-low,front_unrounded-to-central,plain,plain
NEW,ow,vowel,higher-mid_to_glide,back_rounded_to_labiovelar,plain,plain
NEW_PARAMETER,oɔ,vowel,higher-mid_to_lower-mid,back_rounded,plain,plain
oj,oj,vowel,higher-mid-to-glide,back_rounded-to-palatal,plain,plain
ej,ej,vowel,higher-mid-to-glide,front_unrounded-to-palatal,plain,plain
ou,ou,vowel,higher-mid-to-high,back_rounded,plain,plain
oi,oi,vowel,higher-mid-to-high,back_rounded-to-front,plain,plain
ei,ei,vowel,higher-mid-to-high,front_unrounded,plain,plain
eu,eu,vowel,higher-mid-to-high,front_unrounded-to-back_rounded,plain,plain
oU,oʊ,vowel,higher-mid-to-lower-high,back_rounded,plain,plain
eI,eɪ,vowel,higher-mid-to-lower-high,front_unrounded,plain,plain
o«,oə,vowel,higher-mid-to-mid,back_rounded-to-central_unrounded,plain,plain
O«,øə,vowel,higher-mid-to-mid,front_rounded-to-central_unrounded,plain,plain
