PK	GRAPHEME	NAME	EXPLICIT	DATASET	FREQUENCY	URL	FEATURES	IMAGE	SOUND	NOTE
19209	ⁿc	pre-nasalized voiceless palatal stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BFc&inany=false&coreinv=on	conso:stop:palatal:voiceless:prenasalized			
19210	c	pre-nasalized voiceless palatal stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%82c&inany=false&coreinv=on	conso:stop:palatal:voiceless:velar_prenasalized			
19211	ⁿk	pre-nasalized voiceless velar stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BFk&inany=false&coreinv=on	conso:stop:velar:voiced:alveolar_prenasalized			
19212	k	pre-nasalized voiceless velar stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%82k&inany=false&coreinv=on	conso:stop:velar:voiceless:prenasalized			
19213	kʰ	pre-nasalized aspirated voiceless velar stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%82k%CA%B0&inany=false&coreinv=on	conso:stop:velar:voiceless:aspirated_prenasalized			
19214	ɡ	pre-nasalized voiced velar stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80%C9%A1&inany=false&coreinv=on	conso:stop:velar:voiced:labial_prenasalized			
19215	ɡ	pre-nasalized voiced velar stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%82%C9%A1&inany=false&coreinv=on	conso:stop:velar:voiced:prenasalized			
19216	ⁿɡʷ	pre-nasalized labialized voiced velar stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%E2%81%BF%C9%A1%CA%B7&inany=false&coreinv=on	conso:stop:velar:voiced:labialized_prenasalized			
19217	ɡʷ	pre-nasalized labialized voiced velar stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%82%C9%A1%CA%B7&inany=false&coreinv=on	conso:stop:velar:voiced:labialized_prenasalized			
19218	ɡ͡b	pre-nasalized voiced velar-and-bilabial stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80%C9%A1%CD%A1b&inany=false&coreinv=on	conso:stop:labiovelar:voiced:labial_prenasalized			
19219	ɡ͡b	pre-nasalized voiced velar-and-bilabial stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%82%C9%A1%CD%A1b&inany=false&coreinv=on	conso:stop:labiovelar:voiced:velar_prenasalized			
19220	ɡ͡b	pre-nasalized voiced velar-and-bilabial stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%82%EF%86%80%C9%A1%CD%A1b&inany=false&coreinv=on	conso:stop:labiovelar:voiced:prenasalized			
19221	ɡ͡b	pre-nasalized voiced velar-and-bilabial stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%80%C9%A1%CD%A1b&inany=false&coreinv=on	conso:stop:labiovelar:voiced:labial_prenasalized			
19222	ɡ͡b	pre-nasalized voiced velar-and-bilabial stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%82%C9%A1%CD%A1b&inany=false&coreinv=on	conso:stop:labiovelar:voiced:velar_prenasalized			
19223	ɡ͡b	pre-nasalized voiced velar-and-bilabial stop consonant	+	pbase		http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=%EF%86%82%EF%86%80%C9%A1%CD%A1b&inany=false&coreinv=on	conso:stop:labiovelar:voiced:prenasalized			
19224	ʃ͇	voiceless post-alveolar fricative consonant	+	phoible		http://phoible.org/parameters/858B050077668CE0480130DD268BBCD3	0:-:-:-:-:+:-:+:+:-:-:-:-:-:-:0:0:+:-:+:-:-:0:0:0:0:0:0:0:-:-:-:-:-:-:-:-			
19225	N	voiced alveolar nasal consonant	+	phoible		http://phoible.org/parameters/95996CAB019505C034CED3D0966D8E36	0:-:-:-:-:+:+:-:0:-:-:-:+:-:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:+:-:-:-:-:-:-:-			
19226	n	voiced alveolar nasal consonant	+	phoible		http://phoible.org/parameters/E03DA215BAB0A158BA5D1CB5C4D5D6FD	0:-:-:-:-:+:+:-:0:-:-:-:+:-:-:0:0:+:+:-:-:-:0:0:0:0:0:0:0:+:-:-:-:-:-:-:-			
19227	n̪|n	voiced alveolar nasal consonant	+	phoible		http://phoible.org/parameters/BDB7FF8562F652C02610A5B1365408A6	0:-:-:-:-:+:+:-:0:-:-:-:+:-:-:0:0:+:+:0:-:-:0:0:0:0:0:0:0:+:-:-:-:-:-:-:-			
19228	R	voiced alveolar trill consonant	+	phoible		http://phoible.org/parameters/60B8781E92BAA0E67F7D076695C7FC05	0:-:-:-:-:+:+:+:0:+:0:0:-:-:-:0:0:+:+:-:-:-:0:0:0:0:0:0:0:+:-:-:-:-:-:-:-			
19229	R̪|R	voiced alveolar trill consonant	+	phoible		http://phoible.org/parameters/DC20C7A23ECD8CC6769DC535D7043519	0:-:-:-:-:+:+:+:0:+:0:0:-:-:-:0:0:+:+:0:-:-:0:0:0:0:0:0:0:+:-:-:-:-:-:-:-			
19230	r	voiced alveolar trill consonant	+	phoible		http://phoible.org/parameters/5D1D7FB69E1A3C0C60001FBC0C19ED87	0:-:-:-:-:+:+:+:0:+:-:+:-:-:-:0:0:+:+:-:-:-:0:0:0:0:0:0:0:+:-:-:-:-:-:-:-			
19231	r̪|r	voiced alveolar trill consonant	+	phoible		http://phoible.org/parameters/14691567062CBA8BCC13866FE2EFB9F5	0:-:-:-:-:+:+:+:0:+:-:+:-:-:-:0:0:+:+:0:-:-:0:0:0:0:0:0:0:+:-:-:-:-:-:-:-			
19232	Rʲ	palatalized voiced alveolar trill consonant	+	phoible		http://phoible.org/parameters/B2D4EE300E7B664F435E0527562F2C1D	0:-:-:-:-:+:+:+:0:+:0:0:-:-:-:0:0:+:+:-:-:+:+:-:+:-:0:0:0:+:-:-:-:-:-:-:-			
19233	rʲ	palatalized voiced alveolar trill consonant	+	phoible		http://phoible.org/parameters/4FEA9B23C77E9EA34A6963E4D4FF64BA	0:-:-:-:-:+:+:+:0:+:-:+:-:-:-:0:0:+:+:-:-:+:+:-:+:-:0:0:0:+:-:-:-:-:-:-:-			
19234	r̪ʲ|rʲ	palatalized voiced alveolar trill consonant	+	phoible		http://phoible.org/parameters/1B2FFB3D36A12CB5220650C5893DDC87	0:-:-:-:-:+:+:+:0:+:-:+:-:-:-:0:0:+:+:0:-:+:+:-:+:-:0:0:0:+:-:-:-:-:-:-:-			
19235	R̪	voiced dental trill consonant	+	phoible		http://phoible.org/parameters/9366C5ACC2289234C5F22E7520B7237E	0:-:-:-:-:+:+:+:0:+:0:0:-:-:-:0:0:+:+:+:-:-:0:0:0:0:0:0:0:+:-:-:-:-:-:-:-			
19236	r̪	voiced dental trill consonant	+	phoible		http://phoible.org/parameters/C425D93352850DE1476444DA0C387C7F	0:-:-:-:-:+:+:+:0:+:-:+:-:-:-:0:0:+:+:+:-:-:0:0:0:0:0:0:0:+:-:-:-:-:-:-:-			
19237	R	voiced alveolar trill consonant	+	phoible		http://phoible.org/parameters/60B8781E92BAA0E67F7D076695C7FC05	0:-:-:-:-:+:+:+:0:+:0:0:-:-:-:0:0:+:+:-:-:-:0:0:0:0:0:0:0:+:-:-:-:-:-:-:-			
19238	R̪|R	voiced alveolar trill consonant	+	phoible		http://phoible.org/parameters/DC20C7A23ECD8CC6769DC535D7043519	0:-:-:-:-:+:+:+:0:+:0:0:-:-:-:0:0:+:+:0:-:-:0:0:0:0:0:0:0:+:-:-:-:-:-:-:-			
19239	r	voiced alveolar trill consonant	+	phoible		http://phoible.org/parameters/5D1D7FB69E1A3C0C60001FBC0C19ED87	0:-:-:-:-:+:+:+:0:+:-:+:-:-:-:0:0:+:+:-:-:-:0:0:0:0:0:0:0:+:-:-:-:-:-:-:-			
19240	r̪|r	voiced alveolar trill consonant	+	phoible		http://phoible.org/parameters/14691567062CBA8BCC13866FE2EFB9F5	0:-:-:-:-:+:+:+:0:+:-:+:-:-:-:0:0:+:+:0:-:-:0:0:0:0:0:0:0:+:-:-:-:-:-:-:-			
19241	R̪̥|R̥	devoiced voiced alveolar trill consonant	+	phoible		http://phoible.org/parameters/848799B9B0C84C8E03CB4177298A1145	0:-:-:-:-:+:+:+:0:+:0:0:-:-:-:0:0:+:+:0:-:-:0:0:0:0:0:0:0:-:-:-:-:-:-:-:-			
19242	r̥	devoiced voiced alveolar trill consonant	+	phoible		http://phoible.org/parameters/27619799640A03D4697D6FDDDB1F74A5	0:-:-:-:-:+:+:+:0:+:-:+:-:-:-:0:0:+:+:-:-:-:0:0:0:0:0:0:0:-:-:-:-:-:-:-:-			
19243	r̪̥|r̥	devoiced voiced alveolar trill consonant	+	phoible		http://phoible.org/parameters/1093EEF1B7AA04E7E9D5E15C8A2CD2F5	0:-:-:-:-:+:+:+:0:+:-:+:-:-:-:0:0:+:+:0:-:-:0:0:0:0:0:0:0:-:-:-:-:-:-:-:-			
19244	R̪̰|R̰	creaky voiced alveolar trill consonant	+	phoible		http://phoible.org/parameters/7F25062D4D0C2A59AA39A4095D6B8ACA	0:-:-:-:-:+:+:+:0:+:0:0:-:-:-:0:0:+:+:0:-:-:0:0:0:0:0:0:0:+:-:-:+:-:-:-:-			
19245	r̪̰|r̰	creaky voiced alveolar trill consonant	+	phoible		http://phoible.org/parameters/9400D6EDD32693EAC05BA86F28EC12B7	0:-:-:-:-:+:+:+:0:+:-:+:-:-:-:0:0:+:+:0:-:-:0:0:0:0:0:0:0:+:-:-:+:-:-:-:-			
19246	r̰	creaky voiced alveolar trill consonant	+	phoible		http://phoible.org/parameters/E281D289A9BA3AE387248EA94CA530BB	0:-:-:-:-:+:+:+:0:+:-:+:-:-:-:0:0:+:+:-:-:-:0:0:0:0:0:0:0:+:-:-:+:-:-:-:-			
19247	a	unrounded open front vowel	+	phoible		http://phoible.org/parameters/72FB536ACFF408163656BBCDAFCAC6F6	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:-:+:-:-:0:-:-:+:-:-:-:0:-:-:0			
19248	ae	from unrounded open front to unrounded close-mid front diphthong	+	phoible		http://phoible.org/parameters/3BF061602328921B3DB56E3BE972EDF7	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:-:+,-:-,+:-:+:-:-:+:-:-:-:0:-:-:0			
19249	ae̞	from unrounded open front to unrounded mid front diphthong	+	phoible		http://phoible.org/parameters/446EC50F4DE4491624BF56ECAA33A4AA	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:-:+,-:-,+:-:0:-:-:+:-:-:-:0:-:-:0			
19250	ae̞ˤ	from unrounded open front to pharyngealized unrounded mid front diphthong	+	phoible		http://phoible.org/parameters/DF25A30FB876C25616AF57CCD704D926	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:-:+,-:-,+:-:0:-,+:-:+:-:-:-:0:-:-:0			
19251	ae̯	from unrounded open front to non-syllabic unrounded close-mid front diphthong	+	phoible		http://phoible.org/parameters/9F33F3FE0F7FD259D4B957CDCF0384E4	0:-:+,-:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:-:+,-:-,+:-:+:-:-:+:-:-:-:0:-:-:0			
19252	ai	from unrounded open front to unrounded close front diphthong	+	phoible		http://phoible.org/parameters/5E12425DA8E8C8FD24F187BE6A56D20F	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:-,+:+,-:-,+:-:+:-:-:+:-:-:-:0:-:-:0			
19253	aʲ	from unrounded open front to unrounded close front diphthong	+	phoible		http://phoible.org/parameters/030C01FD1F5974134D2AD16F70CCED5B	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:+:-:+:-:0:-:-:+:-:-:-:0:-:-:0			
19254	ai̯	from unrounded open front to non-syllabic unrounded close front diphthong	+	phoible		http://phoible.org/parameters/2E1C3558F634FA79C03DE0AD2BB4EBBE	0:-:+,-:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:-,+:+,-:-,+:-:+:-:-:+:-:-:-:0:-:-:0			
19255	ai̯ː	from unrounded open front to long non-syllabic unrounded close front diphthong	+	phoible		http://phoible.org/parameters/41D17D266E2604802A6360626C80A255	0:-:+,-:-:-,+:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:-,+:+,-:-,+:-:+:-:-:+:-:-:-:0:-:-:0			
19256	ao	from unrounded open front to rounded close-mid back diphthong	+	phoible		http://phoible.org/parameters/4B7855340AF892F354DCD3EB6DBC99D3	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-,+:+:-:-:0:0:0:+:-:+,-:-:-,+:+:-:-:+:-:-:-:0:-:-:0			
19257	ao̞	from unrounded open front to rounded mid back diphthong	+	phoible		http://phoible.org/parameters/510D4DC6C550C18C24724535CF6E8918	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-,+:+:-:-:0:0:0:+:-:+,-:-:-,+:0:-:-:+:-:-:-:0:-:-:0			
19258	ao̞ˤ	from unrounded open front to pharyngealized rounded mid back diphthong	+	phoible		http://phoible.org/parameters/0203F0E46D6FB0D187A81E3CFA16E125	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-,+:+:-:-:0:0:0:+:-:+,-:-:-,+:0:-,+:-:+:-:-:-:0:-:-:0			
19259	au	from unrounded open front to rounded close back diphthong	+	phoible		http://phoible.org/parameters/25061B1A6BE5A4214D5C675C56B92574	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-,+:+:-:-:0:0:0:+:-,+:+,-:-:-,+:+:-:-:+:-:-:-:0:-:-:0			
19260	auː	from unrounded open front to long rounded close back diphthong	+	phoible		http://phoible.org/parameters/9A7101553AFE47F799CD7761D63B5D76	0:-:+:-:-,+:-:+:+:0:+:-:-:-:-:-,+:+:-:-:0:0:0:+:-,+:+,-:-:-,+:+:-:-:+:-:-:-:0:-:-:0			
19261	au̜	from unrounded open front to less-rounded rounded close back diphthong	+	phoible		http://phoible.org/parameters/B2AFE2BDCA576EF8E17BDBF34BB9DBE1	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-,+:0:-:-:0:0:0:+:-,+:+,-:-:-,+:+:-:-:+:-:-:-:0:-:-:0			
19262	au̯	from unrounded open front to non-syllabic rounded close back diphthong	+	phoible		http://phoible.org/parameters/3018AA96B2382DDD9C8D41B172FA1E87	0:-:+,-:-:-:-:+:+:0:+:-:-:-:-:-,+:+:-:-:0:0:0:+:-,+:+,-:-:-,+:+:-:-:+:-:-:-:0:-:-:0			
19263	ay	from unrounded open front to rounded close front diphthong	+	phoible		http://phoible.org/parameters/8154FCBD2FE28F50ACBB8F417E14B8BF	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-,+:+:-:-:0:0:0:+:-,+:+,-:-,+:-:+:-:-:+:-:-:-:0:-:-:0			
19264	aɔ	from unrounded open front to rounded open-mid back diphthong	+	phoible		http://phoible.org/parameters/381E07DFE1AC552DA763CFD5A48D46F3	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-,+:+:-:-:0:0:0:+:-:+,-:-:-,+:-:-:-:+:-:-:-:0:-:-:0			
19265	aə	from unrounded open front to unrounded mid central diphthong	+	phoible		http://phoible.org/parameters/A83815B758A994FC8FCA93824820697E	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:-:+,-:-:-:-:-:-:+:-:-:-:0:-:-:0			
19266	aɛ	from unrounded open front to unrounded open-mid front diphthong	+	phoible		http://phoible.org/parameters/29B3B9F2A1B0178DC72557A047EC3246	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:-:+,-:-,+:-:-:-:-:+:-:-:-:0:-:-:0			
19267	aᴱ	from unrounded open front to unrounded open-mid front diphthong	+	phoible		http://phoible.org/parameters/7A01BC2F812DC82A6102C7F79454347C	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:-:+:-:-:0:-:-:+:+:-:-:0:-:-:0			
19268	aɨ	from unrounded open front to unrounded close central diphthong	+	phoible		http://phoible.org/parameters/535A826D1EC88966353000B3B05C2094	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:-,+:+,-:-:-:+:-:-:+:-:-:-:0:-:-:0			
19269	aɪ	from unrounded open front to unrounded near-close near-front diphthong	+	phoible		http://phoible.org/parameters/49FD5CEF44ED98F131FF370446B7412E	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:-,+:+,-:-,+:-:-:-:-:+:-:-:-:0:-:-:0			
19270	aɪ̃	from unrounded open front to nasalized unrounded near-close near-front diphthong	+	phoible		http://phoible.org/parameters/B34BA46A79ECC81BEECFE9E0675B343A	0:-:+:-:-:-:+:+:0:+:-:-:-,+:-:-:0:0:-:0:0:0:+:-,+:+,-:-,+:-:-:-:-:+:-:-:-:0:-:-:0			
19271	aɪ̯	from unrounded open front to non-syllabic unrounded near-close near-front diphthong	+	phoible		http://phoible.org/parameters/A650A3DBB9490D90513F8F94B7C48364	0:-:+,-:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:-,+:+,-:-,+:-:-:-:-:+:-:-:-:0:-:-:0			
19272	aɯ	from unrounded open front to unrounded close back diphthong	+	phoible		http://phoible.org/parameters/E6B424B5DCAE7554EF762BE5F76E64CD	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:-,+:+,-:-:-,+:+:-:-:+:-:-:-:0:-:-:0			
19273	aɯ̃	from unrounded open front to nasalized unrounded close back diphthong	+	phoible		http://phoible.org/parameters/5F858814852D2E514C513A61F94D202B	0:-:+:-:-:-:+:+:0:+:-:-:-,+:-:-:0:0:-:0:0:0:+:-,+:+,-:-:-,+:+:-:-:+:-:-:-:0:-:-:0			
19274	aɵ̯	from unrounded open front to non-syllabic rounded close-mid central diphthong	+	phoible		http://phoible.org/parameters/602B10B4EA1C787D1BA75007170E4206	0:-:+,-:-:-:-:+:+:0:+:-:-:-:-:-,+:+:-:-:0:0:0:+:-:+,-:-:-:+:-:-:+:-:-:-:0:-:-:0			
19275	aʊ	from unrounded open front to rounded near-close near-back diphthong	+	phoible		http://phoible.org/parameters/79962761F2FA50891138646C7FB9345F	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-,+:+:-:-:0:0:0:+:-,+:+,-:-:-,+:-:-:-:+:-:-:-:0:-:-:0			
19276	aʊ̃	from unrounded open front to nasalized rounded near-close near-back diphthong	+	phoible		http://phoible.org/parameters/5C7B475763DAC3322B2EE7A202D97FDD	0:-:+:-:-:-:+:+:0:+:-:-:-,+:-:-,+:+:-:-:0:0:0:+:-,+:+,-:-:-,+:-:-:-:+:-:-:-:0:-:-:0			
19277	aʊ̯	from unrounded open front to non-syllabic rounded near-close near-back diphthong	+	phoible		http://phoible.org/parameters/E47D56E07589CF27D1BC83C13DB623B7	0:-:+,-:-:-:-:+:+:0:+:-:-:-:-:-,+:+:-:-:0:0:0:+:-,+:+,-:-:-,+:-:-:-:+:-:-:-:0:-:-:0			
19278	aʱ	breathy unrounded open front vowel	+	phoible		http://phoible.org/parameters/718B5C6AC9B0A837AFBE9FC039FBA531	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:-:+:-:-:0:-:-:+:-:+:-:0:-:-:0			
19279	a̤	breathy unrounded open front vowel	+	phoible		http://phoible.org/parameters/DE727911EDC074239FD740BFC5561155	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:-:+:-:-:0:-:-:+:-:+:-:0:-:-:0			
19280	ai	from unrounded open front to unrounded close front diphthong	+	phoible		http://phoible.org/parameters/5E12425DA8E8C8FD24F187BE6A56D20F	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:-,+:+,-:-,+:-:+:-:-:+:-:-:-:0:-:-:0			
19281	aʲ	from unrounded open front to unrounded close front diphthong	+	phoible		http://phoible.org/parameters/030C01FD1F5974134D2AD16F70CCED5B	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:+:-:+:-:0:-:-:+:-:-:-:0:-:-:0			
19282	aʲː	from unrounded open front to long unrounded close front diphthong	+	phoible		http://phoible.org/parameters/31C54520B49CE5C4DCE840E7BA890738	0:-:+:-:+:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:+:-:+:-:0:-:-:+:-:-:-:0:-:-:0			
19283	aˀ	glottalized unrounded open front vowel	+	phoible		http://phoible.org/parameters/EF9FF023E312BAE1B395A61593A27443	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:-:+:-:-:0:-:-:+:-:-:+:0:-:-:0			
19284	aː	long unrounded open front vowel	+	phoible		http://phoible.org/parameters/2F272C9C5FA2DA70706B565B2DC46DE8	0:-:+:-:+:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:-:+:-:-:0:-:-:+:-:-:-:0:-:-:0			
19285	aːi	from long unrounded open front to unrounded close front diphthong	+	phoible		http://phoible.org/parameters/D042F4066B088AB231DAFBA8C064F449	0:-:+:-:+,-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:-,+:+,-:-,+:-:+:-:-:+:-:-:-:0:-:-:0			
19286	aːĭ	from long unrounded open front to ultra-short unrounded close front diphthong	+	phoible		http://phoible.org/parameters/3F5B6B8E24F63D410CC7205C897159E2	0:-:+:-,+:+,-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:-,+:+,-:-,+:-:+:-:-:+:-:-:-:0:-:-:0			
19287	aːi̯	from long unrounded open front to non-syllabic unrounded close front diphthong	+	phoible		http://phoible.org/parameters/20D7D40C49C5225C10EDAAA586DB4A52	0:-:+,-:-:+,-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:-,+:+,-:-,+:-:+:-:-:+:-:-:-:0:-:-:0			
19288	aːu	from long unrounded open front to rounded close back diphthong	+	phoible		http://phoible.org/parameters/C5E68157C96FE994E160198EB8E05EB8	0:-:+:-:+,-:-:+:+:0:+:-:-:-:-:-,+:+:-:-:0:0:0:+:-,+:+,-:-:-,+:+:-:-:+:-:-:-:0:-:-:0			
19289	aːŭ	from long unrounded open front to ultra-short rounded close back diphthong	+	phoible		http://phoible.org/parameters/481621948D2738C28DDAF0F8EF0DBB8F	0:-:+:-,+:+,-:-:+:+:0:+:-:-:-:-:-,+:+:-:-:0:0:0:+:-,+:+,-:-:-,+:+:-:-:+:-:-:-:0:-:-:0			
19290	aːu̯	from long unrounded open front to non-syllabic rounded close back diphthong	+	phoible		http://phoible.org/parameters/888E76278294F6D6814DE8EEA59297EE	0:-:+,-:-:+,-:-:+:+:0:+:-:-:-:-:-,+:+:-:-:0:0:0:+:-,+:+,-:-:-,+:+:-:-:+:-:-:-:0:-:-:0			
19291	aːɪ	from long unrounded open front to unrounded near-close near-front diphthong	+	phoible		http://phoible.org/parameters/6148D5852BBFDF26EFAA475735EB873A	0:-:+:-:+,-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:-,+:+,-:-,+:-:-:-:-:+:-:-:-:0:-:-:0			
19292	aˑ	mid-long unrounded open front vowel	+	phoible		http://phoible.org/parameters/59A9622EE2AA9F009FAF65B80537F3F1	0:-:+:+:+:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:-:+:-:-:0:-:-:+:-:-:-:0:-:-:0			
