PK	GRAPHEME	NAME	EXPLICIT	DATASET	FREQUENCY	URL	FEATURES	IMAGE	SOUND	NOTE
66801	z	syllabic labialized long voiced alveolar sibilant fricative consonant		asjp	0					
66802	d	syllabic labialized long voiced alveolar stop consonant		asjp	0					
66803	Z	syllabic labialized long voiced alveolo-palatal sibilant fricative consonant		asjp	0					
66804	b	syllabic labialized long voiced bilabial fricative consonant		asjp	0					
66805	b	syllabic labialized long voiced bilabial implosive consonant		asjp	0					
66806	m	syllabic labialized long voiced bilabial nasal consonant		asjp	0					
66807	b	syllabic labialized long voiced bilabial stop consonant		asjp	0					
66808	8	syllabic labialized long voiced dental fricative consonant		asjp	0					
66809	d	syllabic labialized long voiced dental implosive consonant		asjp	0					
66810	h	syllabic labialized long voiced glottal fricative consonant		asjp	0					
66811	v	syllabic labialized long voiced labio-dental fricative consonant		asjp	0					
66812	m	syllabic labialized long voiced labio-dental nasal consonant		asjp	0					
66813	S	syllabic labialized long voiced palatal fricative consonant		asjp	0					
66814	H	syllabic labialized long voiced palatal nasal consonant		asjp	0					
66815	C	syllabic labialized long voiced palatal stop consonant		asjp	0					
66816	G	syllabic labialized long voiced pharyngeal fricative consonant		asjp	0					
66817	Z	syllabic labialized long voiced post-alveolar sibilant fricative consonant		asjp	0					
66818	n	syllabic labialized long voiced retroflex nasal consonant		asjp	0					
66819	Z	syllabic labialized long voiced retroflex sibilant fricative consonant		asjp	0					
66820	d	syllabic labialized long voiced retroflex stop consonant		asjp	0					
66821	G	syllabic labialized long voiced uvular fricative consonant		asjp	0					
66822	q	syllabic labialized long voiced uvular implosive consonant		asjp	0					
66823	N	syllabic labialized long voiced uvular nasal consonant		asjp	0					
66824	q	syllabic labialized long voiced uvular stop consonant		asjp	0					
66825	x	syllabic labialized long voiced velar fricative consonant		asjp	0					
66826	g	syllabic labialized long voiced velar implosive consonant		asjp	0					
66827	N	syllabic labialized long voiced velar nasal consonant		asjp	0					
66828	g	syllabic labialized long voiced velar stop consonant		asjp	0					
66829	L	syllabic labialized long voiceless alveolar lateral fricative consonant		asjp	0					
66830	s	syllabic labialized long voiceless alveolar sibilant fricative consonant		asjp	0					
66831	t	syllabic labialized long voiceless alveolar stop consonant		asjp	0					
66832	S	syllabic labialized long voiceless alveolo-palatal sibilant fricative consonant		asjp	0					
66833	f	syllabic labialized long voiceless bilabial fricative consonant		asjp	0					
66834	p	syllabic labialized long voiceless bilabial stop consonant		asjp	0					
66835	8	syllabic labialized long voiceless dental fricative consonant		asjp	0					
66836	h	syllabic labialized long voiceless glottal fricative consonant		asjp	0					
66837	7	syllabic labialized long voiceless glottal stop consonant		asjp	0					
66838	f	syllabic labialized long voiceless labio-dental fricative consonant		asjp	0					
66839	w	syllabic labialized long voiceless labio-velar approximant consonant		asjp	0					
66840	T	syllabic labialized long voiceless palatal sibilant fricative consonant		asjp	0					
66841	T	syllabic labialized long voiceless palatal stop consonant		asjp	0					
66842	S	syllabic labialized long voiceless palatal-velar fricative consonant		asjp	0					
66843	G	syllabic labialized long voiceless pharyngeal fricative consonant		asjp	0					
66844	S	syllabic labialized long voiceless post-alveolar sibilant fricative consonant		asjp	0					
66845	S	syllabic labialized long voiceless retroflex sibilant fricative consonant		asjp	0					
66846	t	syllabic labialized long voiceless retroflex stop consonant		asjp	0					
66847	G	syllabic labialized long voiceless uvular fricative consonant		asjp	0					
66848	q	syllabic labialized long voiceless uvular stop consonant		asjp	0					
66849	x	syllabic labialized long voiceless velar fricative consonant		asjp	0					
66850	k	syllabic labialized long voiceless velar stop consonant		asjp	0					
66851	L	syllabic labialized voiced alveolar lateral fricative consonant		asjp	0					
66852	n	syllabic labialized voiced alveolar nasal consonant		asjp	0					
66853	z	syllabic labialized voiced alveolar sibilant fricative consonant		asjp	0					
66854	d	syllabic labialized voiced alveolar stop consonant		asjp	0					
66855	Z	syllabic labialized voiced alveolo-palatal sibilant fricative consonant		asjp	0					
66856	b	syllabic labialized voiced bilabial fricative consonant		asjp	0					
66857	b	syllabic labialized voiced bilabial implosive consonant		asjp	0					
66858	m	syllabic labialized voiced bilabial nasal consonant		asjp	0					
66859	b	syllabic labialized voiced bilabial stop consonant		asjp	0					
66860	8	syllabic labialized voiced dental fricative consonant		asjp	0					
66861	d	syllabic labialized voiced dental implosive consonant		asjp	0					
66862	h	syllabic labialized voiced glottal fricative consonant		asjp	0					
66863	v	syllabic labialized voiced labio-dental fricative consonant		asjp	0					
66864	m	syllabic labialized voiced labio-dental nasal consonant		asjp	0					
66865	S	syllabic labialized voiced palatal fricative consonant		asjp	0					
66866	H	syllabic labialized voiced palatal nasal consonant		asjp	0					
66867	C	syllabic labialized voiced palatal stop consonant		asjp	0					
66868	G	syllabic labialized voiced pharyngeal fricative consonant		asjp	0					
66869	Z	syllabic labialized voiced post-alveolar sibilant fricative consonant		asjp	0					
66870	n	syllabic labialized voiced retroflex nasal consonant		asjp	0					
66871	Z	syllabic labialized voiced retroflex sibilant fricative consonant		asjp	0					
66872	d	syllabic labialized voiced retroflex stop consonant		asjp	0					
66873	G	syllabic labialized voiced uvular fricative consonant		asjp	0					
66874	q	syllabic labialized voiced uvular implosive consonant		asjp	0					
66875	N	syllabic labialized voiced uvular nasal consonant		asjp	0					
66876	q	syllabic labialized voiced uvular stop consonant		asjp	0					
66877	x	syllabic labialized voiced velar fricative consonant		asjp	0					
66878	g	syllabic labialized voiced velar implosive consonant		asjp	0					
66879	N	syllabic labialized voiced velar nasal consonant		asjp	0					
66880	g	syllabic labialized voiced velar stop consonant		asjp	0					
66881	L	syllabic labialized voiceless alveolar lateral fricative consonant		asjp	0					
66882	s	syllabic labialized voiceless alveolar sibilant fricative consonant		asjp	0					
66883	t	syllabic labialized voiceless alveolar stop consonant		asjp	0					
66884	S	syllabic labialized voiceless alveolo-palatal sibilant fricative consonant		asjp	0					
66885	f	syllabic labialized voiceless bilabial fricative consonant		asjp	0					
66886	p	syllabic labialized voiceless bilabial stop consonant		asjp	0					
66887	8	syllabic labialized voiceless dental fricative consonant		asjp	0					
66888	h	syllabic labialized voiceless glottal fricative consonant		asjp	0					
66889	7	syllabic labialized voiceless glottal stop consonant		asjp	0					
66890	f	syllabic labialized voiceless labio-dental fricative consonant		asjp	0					
66891	w	syllabic labialized voiceless labio-velar approximant consonant		asjp	0					
66892	T	syllabic labialized voiceless palatal sibilant fricative consonant		asjp	0					
66893	T	syllabic labialized voiceless palatal stop consonant		asjp	0					
66894	S	syllabic labialized voiceless palatal-velar fricative consonant		asjp	0					
66895	G	syllabic labialized voiceless pharyngeal fricative consonant		asjp	0					
66896	S	syllabic labialized voiceless post-alveolar sibilant fricative consonant		asjp	0					
66897	S	syllabic labialized voiceless retroflex sibilant fricative consonant		asjp	0					
66898	t	syllabic labialized voiceless retroflex stop consonant		asjp	0					
66899	G	syllabic labialized voiceless uvular fricative consonant		asjp	0					
66900	q	syllabic labialized voiceless uvular stop consonant		asjp	0					
66901	x	syllabic labialized voiceless velar fricative consonant		asjp	0					
66902	k	syllabic labialized voiceless velar stop consonant		asjp	0					
66903	n	syllabic long devoiced voiced alveolar nasal consonant		asjp	0					
66904	m	syllabic long devoiced voiced bilabial nasal consonant		asjp	0					
66905	m	syllabic long devoiced voiced labio-dental nasal consonant		asjp	0					
66906	H	syllabic long devoiced voiced palatal nasal consonant		asjp	0					
66907	n	syllabic long devoiced voiced retroflex nasal consonant		asjp	0					
66908	N	syllabic long devoiced voiced uvular nasal consonant		asjp	0					
66909	N	syllabic long devoiced voiced velar nasal consonant		asjp	0					
66910	l	syllabic long voiced alveolar lateral approximant consonant		asjp	0					
66911	L	syllabic long voiced alveolar lateral fricative consonant		asjp	0					
66912	n	syllabic long voiced alveolar nasal consonant		asjp	0					
66913	z	syllabic long voiced alveolar sibilant fricative consonant		asjp	0					
66914	d	syllabic long voiced alveolar stop consonant		asjp	0					
66915	r	syllabic long voiced alveolar trill consonant		asjp	0					
66916	Z	syllabic long voiced alveolo-palatal sibilant fricative consonant		asjp	0					
66917	b	syllabic long voiced bilabial fricative consonant		asjp	0					
66918	b	syllabic long voiced bilabial implosive consonant		asjp	0					
66919	m	syllabic long voiced bilabial nasal consonant		asjp	0					
66920	b	syllabic long voiced bilabial stop consonant		asjp	0					
66921	8	syllabic long voiced dental fricative consonant		asjp	0					
66922	d	syllabic long voiced dental implosive consonant		asjp	0					
66923	h	syllabic long voiced glottal fricative consonant		asjp	0					
66924	v	syllabic long voiced labio-dental fricative consonant		asjp	0					
66925	m	syllabic long voiced labio-dental nasal consonant		asjp	0					
66926	S	syllabic long voiced palatal fricative consonant		asjp	0					
66927	H	syllabic long voiced palatal nasal consonant		asjp	0					
66928	C	syllabic long voiced palatal stop consonant		asjp	0					
66929	G	syllabic long voiced pharyngeal fricative consonant		asjp	0					
66930	Z	syllabic long voiced post-alveolar sibilant fricative consonant		asjp	0					
66931	n	syllabic long voiced retroflex nasal consonant		asjp	0					
66932	Z	syllabic long voiced retroflex sibilant fricative consonant		asjp	0					
66933	d	syllabic long voiced retroflex stop consonant		asjp	0					
66934	G	syllabic long voiced uvular fricative consonant		asjp	0					
66935	q	syllabic long voiced uvular implosive consonant		asjp	0					
66936	N	syllabic long voiced uvular nasal consonant		asjp	0					
66937	q	syllabic long voiced uvular stop consonant		asjp	0					
66938	x	syllabic long voiced velar fricative consonant		asjp	0					
66939	g	syllabic long voiced velar implosive consonant		asjp	0					
66940	N	syllabic long voiced velar nasal consonant		asjp	0					
66941	g	syllabic long voiced velar stop consonant		asjp	0					
66942	L	syllabic long voiceless alveolar lateral fricative consonant		asjp	0					
66943	s	syllabic long voiceless alveolar sibilant fricative consonant		asjp	0					
66944	t	syllabic long voiceless alveolar stop consonant		asjp	0					
66945	S	syllabic long voiceless alveolo-palatal sibilant fricative consonant		asjp	0					
66946	f	syllabic long voiceless bilabial fricative consonant		asjp	0					
66947	p	syllabic long voiceless bilabial stop consonant		asjp	0					
66948	8	syllabic long voiceless dental fricative consonant		asjp	0					
66949	h	syllabic long voiceless glottal fricative consonant		asjp	0					
66950	7	syllabic long voiceless glottal stop consonant		asjp	0					
66951	f	syllabic long voiceless labio-dental fricative consonant		asjp	0					
66952	w	syllabic long voiceless labio-velar approximant consonant		asjp	0					
66953	T	syllabic long voiceless palatal sibilant fricative consonant		asjp	0					
66954	T	syllabic long voiceless palatal stop consonant		asjp	0					
66955	S	syllabic long voiceless palatal-velar fricative consonant		asjp	0					
66956	G	syllabic long voiceless pharyngeal fricative consonant		asjp	0					
66957	S	syllabic long voiceless post-alveolar sibilant fricative consonant		asjp	0					
66958	S	syllabic long voiceless retroflex sibilant fricative consonant		asjp	0					
66959	t	syllabic long voiceless retroflex stop consonant		asjp	0					
66960	G	syllabic long voiceless uvular fricative consonant		asjp	0					
66961	q	syllabic long voiceless uvular stop consonant		asjp	0					
66962	x	syllabic long voiceless velar fricative consonant		asjp	0					
66963	k	syllabic long voiceless velar stop consonant		asjp	0					
66964	v	syllabic nasalized voiced labio-dental fricative consonant		asjp	0					
66965	n	syllabic palatalized devoiced voiced alveolar nasal consonant		asjp	0					
66966	m	syllabic palatalized devoiced voiced bilabial nasal consonant		asjp	0					
66967	m	syllabic palatalized devoiced voiced labio-dental nasal consonant		asjp	0					
66968	H	syllabic palatalized devoiced voiced palatal nasal consonant		asjp	0					
66969	n	syllabic palatalized devoiced voiced retroflex nasal consonant		asjp	0					
66970	N	syllabic palatalized devoiced voiced uvular nasal consonant		asjp	0					
66971	N	syllabic palatalized devoiced voiced velar nasal consonant		asjp	0					
66972	n	syllabic palatalized long devoiced voiced alveolar nasal consonant		asjp	0					
66973	m	syllabic palatalized long devoiced voiced bilabial nasal consonant		asjp	0					
66974	m	syllabic palatalized long devoiced voiced labio-dental nasal consonant		asjp	0					
66975	H	syllabic palatalized long devoiced voiced palatal nasal consonant		asjp	0					
66976	n	syllabic palatalized long devoiced voiced retroflex nasal consonant		asjp	0					
66977	N	syllabic palatalized long devoiced voiced uvular nasal consonant		asjp	0					
66978	N	syllabic palatalized long devoiced voiced velar nasal consonant		asjp	0					
66979	L	syllabic palatalized long voiced alveolar lateral fricative consonant		asjp	0					
66980	n	syllabic palatalized long voiced alveolar nasal consonant		asjp	0					
66981	z	syllabic palatalized long voiced alveolar sibilant fricative consonant		asjp	0					
66982	d	syllabic palatalized long voiced alveolar stop consonant		asjp	0					
66983	Z	syllabic palatalized long voiced alveolo-palatal sibilant fricative consonant		asjp	0					
66984	b	syllabic palatalized long voiced bilabial fricative consonant		asjp	0					
66985	b	syllabic palatalized long voiced bilabial implosive consonant		asjp	0					
66986	m	syllabic palatalized long voiced bilabial nasal consonant		asjp	0					
66987	b	syllabic palatalized long voiced bilabial stop consonant		asjp	0					
66988	8	syllabic palatalized long voiced dental fricative consonant		asjp	0					
66989	d	syllabic palatalized long voiced dental implosive consonant		asjp	0					
66990	h	syllabic palatalized long voiced glottal fricative consonant		asjp	0					
66991	v	syllabic palatalized long voiced labio-dental fricative consonant		asjp	0					
66992	m	syllabic palatalized long voiced labio-dental nasal consonant		asjp	0					
66993	S	syllabic palatalized long voiced palatal fricative consonant		asjp	0					
66994	H	syllabic palatalized long voiced palatal nasal consonant		asjp	0					
66995	C	syllabic palatalized long voiced palatal stop consonant		asjp	0					
66996	G	syllabic palatalized long voiced pharyngeal fricative consonant		asjp	0					
66997	Z	syllabic palatalized long voiced post-alveolar sibilant fricative consonant		asjp	0					
66998	n	syllabic palatalized long voiced retroflex nasal consonant		asjp	0					
66999	Z	syllabic palatalized long voiced retroflex sibilant fricative consonant		asjp	0					
67000	d	syllabic palatalized long voiced retroflex stop consonant		asjp	0					
67001	G	syllabic palatalized long voiced uvular fricative consonant		asjp	0					
67002	q	syllabic palatalized long voiced uvular implosive consonant		asjp	0					
67003	N	syllabic palatalized long voiced uvular nasal consonant		asjp	0					
67004	q	syllabic palatalized long voiced uvular stop consonant		asjp	0					
67005	x	syllabic palatalized long voiced velar fricative consonant		asjp	0					
67006	g	syllabic palatalized long voiced velar implosive consonant		asjp	0					
67007	N	syllabic palatalized long voiced velar nasal consonant		asjp	0					
67008	g	syllabic palatalized long voiced velar stop consonant		asjp	0					
67009	L	syllabic palatalized long voiceless alveolar lateral fricative consonant		asjp	0					
67010	s	syllabic palatalized long voiceless alveolar sibilant fricative consonant		asjp	0					
67011	t	syllabic palatalized long voiceless alveolar stop consonant		asjp	0					
67012	S	syllabic palatalized long voiceless alveolo-palatal sibilant fricative consonant		asjp	0					
67013	f	syllabic palatalized long voiceless bilabial fricative consonant		asjp	0					
67014	p	syllabic palatalized long voiceless bilabial stop consonant		asjp	0					
67015	8	syllabic palatalized long voiceless dental fricative consonant		asjp	0					
67016	h	syllabic palatalized long voiceless glottal fricative consonant		asjp	0					
67017	7	syllabic palatalized long voiceless glottal stop consonant		asjp	0					
67018	f	syllabic palatalized long voiceless labio-dental fricative consonant		asjp	0					
67019	w	syllabic palatalized long voiceless labio-velar approximant consonant		asjp	0					
67020	T	syllabic palatalized long voiceless palatal sibilant fricative consonant		asjp	0					
67021	T	syllabic palatalized long voiceless palatal stop consonant		asjp	0					
67022	S	syllabic palatalized long voiceless palatal-velar fricative consonant		asjp	0					
67023	G	syllabic palatalized long voiceless pharyngeal fricative consonant		asjp	0					
67024	S	syllabic palatalized long voiceless post-alveolar sibilant fricative consonant		asjp	0					
67025	S	syllabic palatalized long voiceless retroflex sibilant fricative consonant		asjp	0					
67026	t	syllabic palatalized long voiceless retroflex stop consonant		asjp	0					
67027	G	syllabic palatalized long voiceless uvular fricative consonant		asjp	0					
67028	q	syllabic palatalized long voiceless uvular stop consonant		asjp	0					
67029	x	syllabic palatalized long voiceless velar fricative consonant		asjp	0					
67030	k	syllabic palatalized long voiceless velar stop consonant		asjp	0					
67031	L	syllabic palatalized voiced alveolar lateral fricative consonant		asjp	0					
67032	n	syllabic palatalized voiced alveolar nasal consonant		asjp	0					
67033	z	syllabic palatalized voiced alveolar sibilant fricative consonant		asjp	0					
67034	d	syllabic palatalized voiced alveolar stop consonant		asjp	0					
67035	Z	syllabic palatalized voiced alveolo-palatal sibilant fricative consonant		asjp	0					
67036	b	syllabic palatalized voiced bilabial fricative consonant		asjp	0					
67037	b	syllabic palatalized voiced bilabial implosive consonant		asjp	0					
67038	m	syllabic palatalized voiced bilabial nasal consonant		asjp	0					
67039	b	syllabic palatalized voiced bilabial stop consonant		asjp	0					
67040	8	syllabic palatalized voiced dental fricative consonant		asjp	0					
67041	d	syllabic palatalized voiced dental implosive consonant		asjp	0					
67042	h	syllabic palatalized voiced glottal fricative consonant		asjp	0					
67043	v	syllabic palatalized voiced labio-dental fricative consonant		asjp	0					
67044	m	syllabic palatalized voiced labio-dental nasal consonant		asjp	0					
67045	w	syllabic palatalized voiced labio-velar approximant consonant		asjp	0					
67046	S	syllabic palatalized voiced palatal fricative consonant		asjp	0					
67047	H	syllabic palatalized voiced palatal nasal consonant		asjp	0					
67048	C	syllabic palatalized voiced palatal stop consonant		asjp	0					
67049	G	syllabic palatalized voiced pharyngeal fricative consonant		asjp	0					
67050	Z	syllabic palatalized voiced post-alveolar sibilant fricative consonant		asjp	0					
67051	n	syllabic palatalized voiced retroflex nasal consonant		asjp	0					
67052	Z	syllabic palatalized voiced retroflex sibilant fricative consonant		asjp	0					
67053	d	syllabic palatalized voiced retroflex stop consonant		asjp	0					
67054	G	syllabic palatalized voiced uvular fricative consonant		asjp	0					
67055	q	syllabic palatalized voiced uvular implosive consonant		asjp	0					
67056	N	syllabic palatalized voiced uvular nasal consonant		asjp	0					
67057	q	syllabic palatalized voiced uvular stop consonant		asjp	0					
67058	x	syllabic palatalized voiced velar fricative consonant		asjp	0					
67059	g	syllabic palatalized voiced velar implosive consonant		asjp	0					
67060	N	syllabic palatalized voiced velar nasal consonant		asjp	0					
67061	g	syllabic palatalized voiced velar stop consonant		asjp	0					
67062	L	syllabic palatalized voiceless alveolar lateral fricative consonant		asjp	0					
67063	s	syllabic palatalized voiceless alveolar sibilant fricative consonant		asjp	0					
67064	t	syllabic palatalized voiceless alveolar stop consonant		asjp	0					
67065	S	syllabic palatalized voiceless alveolo-palatal sibilant fricative consonant		asjp	0					
67066	f	syllabic palatalized voiceless bilabial fricative consonant		asjp	0					
67067	p	syllabic palatalized voiceless bilabial stop consonant		asjp	0					
67068	8	syllabic palatalized voiceless dental fricative consonant		asjp	0					
67069	h	syllabic palatalized voiceless glottal fricative consonant		asjp	0					
67070	7	syllabic palatalized voiceless glottal stop consonant		asjp	0					
67071	f	syllabic palatalized voiceless labio-dental fricative consonant		asjp	0					
67072	w	syllabic palatalized voiceless labio-velar approximant consonant		asjp	0					
67073	T	syllabic palatalized voiceless palatal sibilant fricative consonant		asjp	0					
67074	T	syllabic palatalized voiceless palatal stop consonant		asjp	0					
67075	S	syllabic palatalized voiceless palatal-velar fricative consonant		asjp	0					
67076	G	syllabic palatalized voiceless pharyngeal fricative consonant		asjp	0					
67077	S	syllabic palatalized voiceless post-alveolar sibilant fricative consonant		asjp	0					
67078	S	syllabic palatalized voiceless retroflex sibilant fricative consonant		asjp	0					
67079	t	syllabic palatalized voiceless retroflex stop consonant		asjp	0					
67080	G	syllabic palatalized voiceless uvular fricative consonant		asjp	0					
67081	q	syllabic palatalized voiceless uvular stop consonant		asjp	0					
67082	x	syllabic palatalized voiceless velar fricative consonant		asjp	0					
67083	k	syllabic palatalized voiceless velar stop consonant		asjp	0					
67084	l	syllabic velarized devoiced voiced alveolar lateral approximant consonant		asjp	0					
67085	l	syllabic velarized voiced alveolar lateral approximant consonant		asjp	0					
67086	r	syllabic voiced alveolar approximant consonant	+	asjp	0					
67087	l	syllabic voiced alveolar lateral approximant consonant	+	asjp	0					
67088	L	syllabic voiced alveolar lateral fricative consonant		asjp	0					
67089	r	syllabic voiced alveolar lateral tap consonant		asjp	0					
67090	n	syllabic voiced alveolar nasal consonant	+	asjp	0					
67091	z	syllabic voiced alveolar sibilant fricative consonant	+	asjp	0					
67092	d	syllabic voiced alveolar stop consonant		asjp	0					
67093	r	syllabic voiced alveolar tap consonant		asjp	0					
67094	r	syllabic voiced alveolar trill consonant	+	asjp	0					
67095	Z	syllabic voiced alveolo-palatal sibilant fricative consonant		asjp	0					
67096	b	syllabic voiced bilabial fricative consonant		asjp	0					
67097	b	syllabic voiced bilabial implosive consonant		asjp	0					
67098	m	syllabic voiced bilabial nasal consonant	+	asjp	0					
67099	b	syllabic voiced bilabial stop consonant		asjp	0					
67100	b	syllabic voiced bilabial trill consonant	+	asjp	0					
67101	r	syllabic voiced dental approximant consonant		asjp	0					
67102	8	syllabic voiced dental fricative consonant		asjp	0					
67103	d	syllabic voiced dental implosive consonant		asjp	0					
67104	l	syllabic voiced dental lateral approximant consonant	+	asjp	0					
67105	n	syllabic voiced dental nasal consonant		asjp	0					
67106	z	syllabic voiced dental sibilant fricative consonant		asjp	0					
67107	r	syllabic voiced dental trill consonant		asjp	0					
67108	h	syllabic voiced glottal fricative consonant		asjp	0					
67109	w	syllabic voiced labio-dental approximant consonant		asjp	0					
67110	v	syllabic voiced labio-dental fricative consonant	+	asjp	0					
67111	m	syllabic voiced labio-dental nasal consonant		asjp	0					
67112	y	syllabic voiced labio-palatal approximant consonant		asjp	0					
67113	w	syllabic voiced labio-velar approximant consonant		asjp	0					
67114	y	syllabic voiced palatal approximant consonant		asjp	0					
67115	S	syllabic voiced palatal fricative consonant		asjp	0					
67116	l	syllabic voiced palatal lateral approximant consonant		asjp	0					
67117	H	syllabic voiced palatal nasal consonant	+	asjp	0					
67118	C	syllabic voiced palatal stop consonant		asjp	0					
67119	G	syllabic voiced pharyngeal fricative consonant		asjp	0					
67120	Z	syllabic voiced post-alveolar sibilant fricative consonant	+	asjp	0					
67121	L	syllabic voiced retroflex approximant consonant		asjp	0					
67122	L	syllabic voiced retroflex lateral approximant consonant	+	asjp	0					
67123	n	syllabic voiced retroflex nasal consonant	+	asjp	0					
67124	Z	syllabic voiced retroflex sibilant fricative consonant		asjp	0					
67125	d	syllabic voiced retroflex stop consonant		asjp	0					
67126	r	syllabic voiced retroflex tap consonant		asjp	0					
67127	G	syllabic voiced uvular fricative consonant		asjp	0					
67128	q	syllabic voiced uvular implosive consonant		asjp	0					
67129	N	syllabic voiced uvular nasal consonant	+	asjp	0					
67130	q	syllabic voiced uvular stop consonant		asjp	0					
67131	r	syllabic voiced uvular trill consonant		asjp	0					
67132	w	syllabic voiced velar approximant consonant		asjp	0					
67133	x	syllabic voiced velar fricative consonant		asjp	0					
67134	g	syllabic voiced velar implosive consonant		asjp	0					
67135	L	syllabic voiced velar lateral approximant consonant		asjp	0					
67136	N	syllabic voiced velar nasal consonant	+	asjp	0					
67137	g	syllabic voiced velar stop consonant		asjp	0					
67138	g	syllabic voiced velar-and-bilabial stop consonant		asjp	0					
67139	L	syllabic voiceless alveolar lateral fricative consonant		asjp	0					
67140	s	syllabic voiceless alveolar sibilant fricative consonant	+	asjp	0					
67141	t	syllabic voiceless alveolar stop consonant		asjp	0					
67142	S	syllabic voiceless alveolo-palatal sibilant fricative consonant		asjp	0					
67143	f	syllabic voiceless bilabial fricative consonant		asjp	0					
67144	p	syllabic voiceless bilabial stop consonant		asjp	0					
67145	8	syllabic voiceless dental fricative consonant		asjp	0					
67146	s	syllabic voiceless dental sibilant fricative consonant		asjp	0					
67147	h	syllabic voiceless glottal fricative consonant		asjp	0					
67148	7	syllabic voiceless glottal stop consonant		asjp	0					
67149	f	syllabic voiceless labio-dental fricative consonant		asjp	0					
67150	w	syllabic voiceless labio-velar approximant consonant		asjp	0					
67151	T	syllabic voiceless palatal sibilant fricative consonant		asjp	0					
67152	T	syllabic voiceless palatal stop consonant		asjp	0					
67153	S	syllabic voiceless palatal-velar fricative consonant		asjp	0					
67154	G	syllabic voiceless pharyngeal fricative consonant		asjp	0					
67155	S	syllabic voiceless post-alveolar sibilant fricative consonant		asjp	0					
67156	S	syllabic voiceless retroflex sibilant fricative consonant		asjp	0					
67157	t	syllabic voiceless retroflex stop consonant		asjp	0					
67158	G	syllabic voiceless uvular fricative consonant		asjp	0					
67159	q	syllabic voiceless uvular stop consonant		asjp	0					
67160	x	syllabic voiceless velar fricative consonant		asjp	0					
67161	k	syllabic voiceless velar stop consonant		asjp	0					
67162	u	ultra-long breathy rounded close back vowel	+	asjp	0					
67163	u	ultra-long breathy rounded close back with-falling_tone vowel	+	asjp	0					
67164	u	ultra-long breathy rounded close back with-high_tone vowel	+	asjp	0					
67165	u	ultra-long breathy rounded close back with-low_tone vowel	+	asjp	0					
67166	u	ultra-long breathy rounded close back with-rising_tone vowel	+	asjp	0					
67167	o	ultra-long breathy rounded close-mid back vowel	+	asjp	0					
67168	o	ultra-long breathy rounded close-mid back with-falling_tone vowel	+	asjp	0					
67169	o	ultra-long breathy rounded close-mid back with-high_tone vowel	+	asjp	0					
67170	o	ultra-long breathy rounded close-mid back with-low_tone vowel	+	asjp	0					
67171	o	ultra-long breathy rounded close-mid back with-rising_tone vowel	+	asjp	0					
67172	o	ultra-long breathy rounded open-mid back vowel	+	asjp	0					
67173	o	ultra-long breathy rounded open-mid back with-falling_tone vowel	+	asjp	0					
67174	o	ultra-long breathy rounded open-mid back with-high_tone vowel	+	asjp	0					
67175	o	ultra-long breathy rounded open-mid back with-low_tone vowel	+	asjp	0					
67176	o	ultra-long breathy rounded open-mid back with-rising_tone vowel	+	asjp	0					
67177	i	ultra-long breathy unrounded close front vowel	+	asjp	0					
67178	i	ultra-long breathy unrounded close front with-falling_tone vowel	+	asjp	0					
67179	i	ultra-long breathy unrounded close front with-high_tone vowel	+	asjp	0					
67180	i	ultra-long breathy unrounded close front with-low_tone vowel	+	asjp	0					
67181	i	ultra-long breathy unrounded close front with-rising_tone vowel	+	asjp	0					
67182	e	ultra-long breathy unrounded close-mid front vowel	+	asjp	0					
67183	e	ultra-long breathy unrounded close-mid front with-falling_tone vowel	+	asjp	0					
67184	e	ultra-long breathy unrounded close-mid front with-high_tone vowel	+	asjp	0					
67185	e	ultra-long breathy unrounded close-mid front with-low_tone vowel	+	asjp	0					
67186	e	ultra-long breathy unrounded close-mid front with-rising_tone vowel	+	asjp	0					
67187	I	ultra-long breathy unrounded mid central vowel	+	asjp	0					
67188	I	ultra-long breathy unrounded mid central with-falling_tone vowel	+	asjp	0					
67189	I	ultra-long breathy unrounded mid central with-high_tone vowel	+	asjp	0					
67190	I	ultra-long breathy unrounded mid central with-low_tone vowel	+	asjp	0					
67191	I	ultra-long breathy unrounded mid central with-rising_tone vowel	+	asjp	0					
67192	E	ultra-long breathy unrounded near-open front vowel	+	asjp	0					
67193	E	ultra-long breathy unrounded near-open front with-falling_tone vowel	+	asjp	0					
67194	E	ultra-long breathy unrounded near-open front with-high_tone vowel	+	asjp	0					
67195	E	ultra-long breathy unrounded near-open front with-low_tone vowel	+	asjp	0					
67196	E	ultra-long breathy unrounded near-open front with-rising_tone vowel	+	asjp	0					
67197	a	ultra-long breathy unrounded open front vowel	+	asjp	0					
67198	a	ultra-long breathy unrounded open front with-falling_tone vowel	+	asjp	0					
67199	a	ultra-long breathy unrounded open front with-high_tone vowel	+	asjp	0					
67200	a	ultra-long breathy unrounded open front with-low_tone vowel	+	asjp	0					
67201	a	ultra-long breathy unrounded open front with-rising_tone vowel	+	asjp	0					
67202	E	ultra-long breathy unrounded open-mid front vowel	+	asjp	0					
67203	E	ultra-long breathy unrounded open-mid front with-falling_tone vowel	+	asjp	0					
67204	E	ultra-long breathy unrounded open-mid front with-high_tone vowel	+	asjp	0					
67205	E	ultra-long breathy unrounded open-mid front with-low_tone vowel	+	asjp	0					
67206	E	ultra-long breathy unrounded open-mid front with-rising_tone vowel	+	asjp	0					
