GRAPHEME	NAME
œ̰ˠ	velarized creaky rounded open-mid front vowel
œ̰ˤ	pharyngealized creaky rounded open-mid front vowel
œ̰̃	nasalized creaky rounded open-mid front vowel
œ̹ː	long more-rounded rounded open-mid front vowel
œ̹ˑ	mid-long more-rounded rounded open-mid front vowel
ǀ	voiceless dental click consonant
ǀʰ	aspirated voiceless dental click consonant
ǀʰˀ	glottalized aspirated voiceless dental click consonant
ǀʰː	aspirated long voiceless dental click consonant
ǀʰˠ	aspirated velarized voiceless dental click consonant
ǀʰˤ	aspirated pharyngealized voiceless dental click consonant
ǀʱ	breathy voiceless dental click consonant
ǀʲ	palatalized voiceless dental click consonant
ǀʲʰ	palatalized aspirated voiceless dental click consonant
ǀʲʷ	palatalized labialized voiceless dental click consonant
ǀʲʷʰ	palatalized labialized aspirated voiceless dental click consonant
ǀʲː	palatalized long voiceless dental click consonant
ǀʷ	labialized voiceless dental click consonant
ǀʷʰ	labialized aspirated voiceless dental click consonant
ǀʷʰː	labialized aspirated long voiceless dental click consonant
ǀʷʰˠ	labialized aspirated velarized voiceless dental click consonant
ǀʷʰˤ	labialized aspirated pharyngealized voiceless dental click consonant
ǀʷˀ	labialized glottalized voiceless dental click consonant
ǀʷː	labialized long voiceless dental click consonant
ǀʷˠ	labialized velarized voiceless dental click consonant
ǀʷˤ	labialized pharyngealized voiceless dental click consonant
ǀˀ	glottalized voiceless dental click consonant
ǀː	long voiceless dental click consonant
ǀˠ	velarized voiceless dental click consonant
ǀˠː	velarized long voiceless dental click consonant
ǀˡ	with-lateral-release voiceless dental click consonant
ǀˤ	pharyngealized voiceless dental click consonant
ǀˤː	pharyngealized long voiceless dental click consonant
ǀ̃	nasalized voiceless dental click consonant
ǀ̟	advanced voiceless dental click consonant
ǀ̠	retracted voiceless dental click consonant
ǀ̺	voiceless apical dental click consonant
ǀ̻	voiceless laminal dental click consonant
ǀᶣ	labio-palatalized voiceless dental click consonant
ǀᶣʰ	labio-palatalized aspirated voiceless dental click consonant
ǀ’	voiceless dental ejective click consonant
ǀ’ʰ	aspirated voiceless dental ejective click consonant
ǀ’ʲ	palatalized voiceless dental ejective click consonant
ǀ’ʷ	labialized voiceless dental ejective click consonant
ǀ’ʷˤ	labialized pharyngealized voiceless dental ejective click consonant
ǀ’ː	long voiceless dental ejective click consonant
ǀ’ˤ	pharyngealized voiceless dental ejective click consonant
ǀⁿ	with-nasal-release voiceless dental click consonant
ǁ	voiceless lateral click consonant
ǁʰ	aspirated voiceless lateral click consonant
ǁʰˀ	glottalized aspirated voiceless lateral click consonant
ǁʰː	aspirated long voiceless lateral click consonant
ǁʰˠ	aspirated velarized voiceless lateral click consonant
ǁʰˤ	aspirated pharyngealized voiceless lateral click consonant
ǁʱ	breathy voiceless lateral click consonant
ǁʲ	palatalized voiceless lateral click consonant
ǁʲʰ	palatalized aspirated voiceless lateral click consonant
ǁʲʷ	palatalized labialized voiceless lateral click consonant
ǁʲʷʰ	palatalized labialized aspirated voiceless lateral click consonant
ǁʲː	palatalized long voiceless lateral click consonant
ǁʷ	labialized voiceless lateral click consonant
ǁʷʰ	labialized aspirated voiceless lateral click consonant
ǁʷʰː	labialized aspirated long voiceless lateral click consonant
ǁʷʰˠ	labialized aspirated velarized voiceless lateral click consonant
ǁʷʰˤ	labialized aspirated pharyngealized voiceless lateral click consonant
ǁʷˀ	labialized glottalized voiceless lateral click consonant
ǁʷː	labialized long voiceless lateral click consonant
ǁʷˠ	labialized velarized voiceless lateral click consonant
ǁʷˤ	labialized pharyngealized voiceless lateral click consonant
ǁˀ	glottalized voiceless lateral click consonant
ǁː	long voiceless lateral click consonant
ǁˠ	velarized voiceless lateral click consonant
ǁˠː	velarized long voiceless lateral click consonant
ǁˡ	with-lateral-release voiceless lateral click consonant
ǁˤ	pharyngealized voiceless lateral click consonant
ǁˤː	pharyngealized long voiceless lateral click consonant
ǁ̟	advanced voiceless lateral click consonant
ǁ̠	retracted voiceless lateral click consonant
ǁ̺	voiceless apical lateral click consonant
ǁ̻	voiceless laminal lateral click consonant
ǁᶣ	labio-palatalized voiceless lateral click consonant
ǁᶣʰ	labio-palatalized aspirated voiceless lateral click consonant
ǁⁿ	with-nasal-release voiceless lateral click consonant
ǂ	voiceless palatal click consonant
ǂʰ	aspirated voiceless palatal click consonant
ǂʰˀ	glottalized aspirated voiceless palatal click consonant
ǂʰː	aspirated long voiceless palatal click consonant
ǂʰˠ	aspirated velarized voiceless palatal click consonant
ǂʰˤ	aspirated pharyngealized voiceless palatal click consonant
ǂʱ	breathy voiceless palatal click consonant
ǂʲ	palatalized voiceless palatal click consonant
ǂʲʰ	palatalized aspirated voiceless palatal click consonant
ǂʲʷ	palatalized labialized voiceless palatal click consonant
ǂʲʷʰ	palatalized labialized aspirated voiceless palatal click consonant
ǂʲː	palatalized long voiceless palatal click consonant
ǂʷ	labialized voiceless palatal click consonant
ǂʷʰ	labialized aspirated voiceless palatal click consonant
ǂʷʰː	labialized aspirated long voiceless palatal click consonant
ǂʷʰˠ	labialized aspirated velarized voiceless palatal click consonant
ǂʷʰˤ	labialized aspirated pharyngealized voiceless palatal click consonant
ǂʷˀ	labialized glottalized voiceless palatal click consonant
ǂʷː	labialized long voiceless palatal click consonant
ǂʷˠ	labialized velarized voiceless palatal click consonant
ǂʷˤ	labialized pharyngealized voiceless palatal click consonant
ǂˀ	glottalized voiceless palatal click consonant
ǂː	long voiceless palatal click consonant
ǂˠ	velarized voiceless palatal click consonant
ǂˠː	velarized long voiceless palatal click consonant
ǂˡ	with-lateral-release voiceless palatal click consonant
ǂˤ	pharyngealized voiceless palatal click consonant
ǂˤː	pharyngealized long voiceless palatal click consonant
ǂ̃	nasalized voiceless palatal click consonant
ǂ̟	advanced voiceless palatal click consonant
ǂ̠	retracted voiceless palatal click consonant
ǂ̺	voiceless apical palatal click consonant
ǂ̻	voiceless laminal palatal click consonant
ǂᶣ	labio-palatalized voiceless palatal click consonant
ǂᶣʰ	labio-palatalized aspirated voiceless palatal click consonant
ǂ’	voiceless palatal ejective click consonant
ǂ’ʲ	palatalized voiceless palatal ejective click consonant
ǂ’ʷ	labialized voiceless palatal ejective click consonant
ǂ’ʷˤ	labialized pharyngealized voiceless palatal ejective click consonant
ǂ’ː	long voiceless palatal ejective click consonant
ǂ’ˤ	pharyngealized voiceless palatal ejective click consonant
ǂⁿ	with-nasal-release voiceless palatal click consonant
ǃ	voiceless alveolar click consonant
ǃǃ	voiceless retroflex click consonant
ǃʰ	aspirated voiceless alveolar click consonant
ǃʰˀ	glottalized aspirated voiceless alveolar click consonant
ǃʰː	aspirated long voiceless alveolar click consonant
ǃʰˠ	aspirated velarized voiceless alveolar click consonant
ǃʰˤ	aspirated pharyngealized voiceless alveolar click consonant
ǃʱ	breathy voiceless alveolar click consonant
ǃʲ	palatalized voiceless alveolar click consonant
ǃʲʰ	palatalized aspirated voiceless alveolar click consonant
ǃʲʷ	palatalized labialized voiceless alveolar click consonant
ǃʲʷʰ	palatalized labialized aspirated voiceless alveolar click consonant
ǃʲː	palatalized long voiceless alveolar click consonant
ǃʷ	labialized voiceless alveolar click consonant
ǃʷʰ	labialized aspirated voiceless alveolar click consonant
ǃʷʰː	labialized aspirated long voiceless alveolar click consonant
ǃʷʰˠ	labialized aspirated velarized voiceless alveolar click consonant
ǃʷʰˤ	labialized aspirated pharyngealized voiceless alveolar click consonant
ǃʷˀ	labialized glottalized voiceless alveolar click consonant
ǃʷː	labialized long voiceless alveolar click consonant
ǃʷˠ	labialized velarized voiceless alveolar click consonant
ǃʷˤ	labialized pharyngealized voiceless alveolar click consonant
ǃˀ	glottalized voiceless alveolar click consonant
ǃː	long voiceless alveolar click consonant
ǃˠ	velarized voiceless alveolar click consonant
ǃˠː	velarized long voiceless alveolar click consonant
ǃˡ	with-lateral-release voiceless alveolar click consonant
ǃˤ	pharyngealized voiceless alveolar click consonant
ǃˤː	pharyngealized long voiceless alveolar click consonant
ǃ̃	nasalized voiceless alveolar click consonant
ǃ̟	advanced voiceless alveolar click consonant
ǃ̠	retracted voiceless alveolar click consonant
ǃ̠ʰ	retracted aspirated voiceless alveolar click consonant
ǃ̠ˀ	retracted glottalized voiceless alveolar click consonant
ǃ̬	revoiced voiceless alveolar click consonant
ǃ̺	voiceless apical alveolar click consonant
ǃ̻	voiceless laminal alveolar click consonant
ǃᶣ	labio-palatalized voiceless alveolar click consonant
ǃᶣʰ	labio-palatalized aspirated voiceless alveolar click consonant
ǃ’	voiceless alveolar ejective click consonant
ǃ’ʰ	aspirated voiceless alveolar ejective click consonant
ǃ’ʲ	palatalized voiceless alveolar ejective click consonant
ǃ’ʷ	labialized voiceless alveolar ejective click consonant
ǃ’ʷˤ	labialized pharyngealized voiceless alveolar ejective click consonant
ǃ’ː	long voiceless alveolar ejective click consonant
ǃ’ˤ	pharyngealized voiceless alveolar ejective click consonant
ǃⁿ	with-nasal-release voiceless alveolar click consonant
ȡ	voiced alveolo-palatal stop consonant
ȴ	voiced alveolo-palatal lateral approximant consonant
ȵ	voiced alveolo-palatal nasal consonant
ȵ̊	devoiced voiced alveolo-palatal nasal consonant
ȶ	voiceless alveolo-palatal stop consonant
ɐ	unrounded near-open central vowel
ɐˀ	glottalized unrounded near-open central vowel
ɐː	long unrounded near-open central vowel
ɐ˞	rhotacized unrounded near-open central vowel
ɐˠ	velarized unrounded near-open central vowel
ɐˠː	long velarized unrounded near-open central vowel
ɐˤ	pharyngealized unrounded near-open central vowel
ɐˤː	long pharyngealized unrounded near-open central vowel
ɐ̃	nasalized unrounded near-open central vowel
ɐ̃ː	long nasalized unrounded near-open central vowel
ɐ̃ˤ	pharyngealized nasalized unrounded near-open central vowel
ɐ̆	ultra-short unrounded near-open central vowel
ɐ̈	centralized unrounded near-open central vowel
ɐ̘	advanced-tongue-root unrounded near-open central vowel
ɐ̘ː	long advanced-tongue-root unrounded near-open central vowel
ɐ̘ˠ	velarized advanced-tongue-root unrounded near-open central vowel
ɐ̙	retracted-tongue-root unrounded near-open central vowel
ɐ̙ː	long retracted-tongue-root unrounded near-open central vowel
ɐ̙ˠ	velarized retracted-tongue-root unrounded near-open central vowel
ɐ̝	raised unrounded near-open central vowel
ɐ̞	lowered unrounded near-open central vowel
ɐ̟	advanced unrounded near-open central vowel
ɐ̠	retracted unrounded near-open central vowel
ɐ̤	breathy unrounded near-open central vowel
ɐ̤ː	long breathy unrounded near-open central vowel
ɐ̤ˠ	velarized breathy unrounded near-open central vowel
ɐ̤ˤ	pharyngealized breathy unrounded near-open central vowel
ɐ̥	devoiced unrounded near-open central vowel
ɐ̥ː	long devoiced unrounded near-open central vowel
ɐ̥ˠ	velarized devoiced unrounded near-open central vowel
ɐ̥ˤ	pharyngealized devoiced unrounded near-open central vowel
ɐ̥̃	nasalized devoiced unrounded near-open central vowel
ɐ̥̃ː	long nasalized devoiced unrounded near-open central vowel
ɐ̥̤	devoiced breathy unrounded near-open central vowel
ɐ̥̯	non-syllabic devoiced unrounded near-open central vowel
ɐ̥̯ː	long non-syllabic devoiced unrounded near-open central vowel
ɐ̥̯̃	non-syllabic nasalized devoiced unrounded near-open central vowel
ɐ̥̯̃ː	long non-syllabic nasalized devoiced unrounded near-open central vowel
ɐ̯	non-syllabic unrounded near-open central vowel
ɐ̯ː	long non-syllabic unrounded near-open central vowel
ɐ̯̃	non-syllabic nasalized unrounded near-open central vowel
ɐ̯̃ː	long non-syllabic nasalized unrounded near-open central vowel
ɐ̰	creaky unrounded near-open central vowel
ɐ̰ː	long creaky unrounded near-open central vowel
ɐ̰ˠ	velarized creaky unrounded near-open central vowel
ɐ̰ˤ	pharyngealized creaky unrounded near-open central vowel
ɐ̰̃	nasalized creaky unrounded near-open central vowel
ɑ	unrounded open back vowel
ɑˀ	glottalized unrounded open back vowel
ɑː	long unrounded open back vowel
ɑː̟	long advanced unrounded open back vowel
ɑː̠	long retracted unrounded open back vowel
ɑˑ	mid-long unrounded open back vowel
ɑˑ̟	mid-long advanced unrounded open back vowel
ɑˑ̠	mid-long retracted unrounded open back vowel
ɑ˞	rhotacized unrounded open back vowel
ɑ˞ː	long rhotacized unrounded open back vowel
ɑˠ	velarized unrounded open back vowel
ɑˠː	long velarized unrounded open back vowel
ɑˤ	pharyngealized unrounded open back vowel
ɑˤː	long pharyngealized unrounded open back vowel
ɑ́	unrounded open back with_high_tone vowel
ɑ̂	unrounded open back with_falling_tone vowel
ɑ̂ː	long unrounded open back with_falling_tone vowel
ɑ̂ː̟	long advanced unrounded open back with_falling_tone vowel
ɑ̂ː̠	long retracted unrounded open back with_falling_tone vowel
ɑ̂ˑ	mid-long unrounded open back with_falling_tone vowel
ɑ̃	nasalized unrounded open back vowel
ɑ̃ː	long nasalized unrounded open back vowel
ɑ̃ː̟	long advanced nasalized unrounded open back vowel
ɑ̃ˑ	mid-long nasalized unrounded open back vowel
ɑ̃ˑ̟	mid-long advanced nasalized unrounded open back vowel
ɑ̃˞	rhotacized nasalized unrounded open back vowel
ɑ̃ˤ	pharyngealized nasalized unrounded open back vowel
ɑ̟̃	advanced nasalized unrounded open back vowel
ɑ̄	unrounded open back with_mid_tone vowel
ɑ̆	ultra-short unrounded open back vowel
ɑ̈	centralized unrounded open back vowel
ɑ̌ˑ	mid-long unrounded open back with_rising_tone vowel
ɑ̘	advanced-tongue-root unrounded open back vowel
ɑ̘ː	long advanced-tongue-root unrounded open back vowel
ɑ̘ˠ	velarized advanced-tongue-root unrounded open back vowel
ɑ̙	retracted-tongue-root unrounded open back vowel
ɑ̙ː	long retracted-tongue-root unrounded open back vowel
ɑ̙ˠ	velarized retracted-tongue-root unrounded open back vowel
ɑ̝	raised unrounded open back vowel
ɑ̝ː	long raised unrounded open back vowel
ɑ̝ˑ	mid-long raised unrounded open back vowel
ɑ̝̃	raised nasalized unrounded open back vowel
ɑ̝̟	advanced raised unrounded open back vowel
ɑ̝̹	raised more-rounded unrounded open back vowel
ɑ̝̹ˑ	mid-long raised more-rounded unrounded open back vowel
ɑ̞	lowered unrounded open back vowel
ɑ̞ˑ	mid-long lowered unrounded open back vowel
ɑ̟	advanced unrounded open back vowel
ɑ̠	retracted unrounded open back vowel
ɑ̤	breathy unrounded open back vowel
ɑ̤ː	long breathy unrounded open back vowel
ɑ̤ˠ	velarized breathy unrounded open back vowel
ɑ̤ˤ	pharyngealized breathy unrounded open back vowel
ɑ̥	devoiced unrounded open back vowel
ɑ̥ː	long devoiced unrounded open back vowel
ɑ̥ˠ	velarized devoiced unrounded open back vowel
ɑ̥ˤ	pharyngealized devoiced unrounded open back vowel
ɑ̥̃	nasalized devoiced unrounded open back vowel
ɑ̥̃ː	long nasalized devoiced unrounded open back vowel
ɑ̥̤	devoiced breathy unrounded open back vowel
ɑ̥̯	non-syllabic devoiced unrounded open back vowel
ɑ̥̯ː	long non-syllabic devoiced unrounded open back vowel
ɑ̥̯̃	non-syllabic nasalized devoiced unrounded open back vowel
ɑ̥̯̃ː	long non-syllabic nasalized devoiced unrounded open back vowel
ɑ̯	non-syllabic unrounded open back vowel
ɑ̯ː	long non-syllabic unrounded open back vowel
ɑ̯̃	non-syllabic nasalized unrounded open back vowel
ɑ̯̃ː	long non-syllabic nasalized unrounded open back vowel
ɑ̰	creaky unrounded open back vowel
ɑ̰ː	long creaky unrounded open back vowel
ɑ̰ˠ	velarized creaky unrounded open back vowel
ɑ̰ˤ	pharyngealized creaky unrounded open back vowel
ɑ̰̃	nasalized creaky unrounded open back vowel
ɑ̹	more-rounded unrounded open back vowel
ɑ̹ˑ	mid-long more-rounded unrounded open back vowel
ɑ̹ˑ̠	mid-long retracted more-rounded unrounded open back vowel
ɑ̹̠	retracted more-rounded unrounded open back vowel
ɒ	rounded open back vowel
ɒˀ	glottalized rounded open back vowel
ɒː	long rounded open back vowel
ɒˑ	mid-long rounded open back vowel
ɒ˞	rhotacized rounded open back vowel
ɒˠ	velarized rounded open back vowel
ɒˠː	long velarized rounded open back vowel
ɒˤ	pharyngealized rounded open back vowel
ɒˤː	long pharyngealized rounded open back vowel
ɒ̃	nasalized rounded open back vowel
ɒ̃ː	long nasalized rounded open back vowel
ɒ̃ˤ	pharyngealized nasalized rounded open back vowel
ɒ̆	ultra-short rounded open back vowel
ɒ̈	centralized rounded open back vowel
ɒ̘	advanced-tongue-root rounded open back vowel
ɒ̘ː	long advanced-tongue-root rounded open back vowel
ɒ̘ˠ	velarized advanced-tongue-root rounded open back vowel
ɒ̙	retracted-tongue-root rounded open back vowel
ɒ̙ː	long retracted-tongue-root rounded open back vowel
ɒ̙ˠ	velarized retracted-tongue-root rounded open back vowel
ɒ̝	raised rounded open back vowel
ɒ̞	lowered rounded open back vowel
ɒ̟	advanced rounded open back vowel
ɒ̠	retracted rounded open back vowel
ɒ̤	breathy rounded open back vowel
ɒ̤ː	long breathy rounded open back vowel
ɒ̤ˠ	velarized breathy rounded open back vowel
ɒ̤ˤ	pharyngealized breathy rounded open back vowel
ɒ̥	devoiced rounded open back vowel
ɒ̥ː	long devoiced rounded open back vowel
ɒ̥ˠ	velarized devoiced rounded open back vowel
ɒ̥ˤ	pharyngealized devoiced rounded open back vowel
ɒ̥̃	nasalized devoiced rounded open back vowel
ɒ̥̃ː	long nasalized devoiced rounded open back vowel
ɒ̥̤	devoiced breathy rounded open back vowel
ɒ̥̯	non-syllabic devoiced rounded open back vowel
ɒ̥̯ː	long non-syllabic devoiced rounded open back vowel
ɒ̥̯̃	non-syllabic nasalized devoiced rounded open back vowel
ɒ̥̯̃ː	long non-syllabic nasalized devoiced rounded open back vowel
ɒ̯	non-syllabic rounded open back vowel
ɒ̯ː	long non-syllabic rounded open back vowel
ɒ̯̃	non-syllabic nasalized rounded open back vowel
ɒ̯̃ː	long non-syllabic nasalized rounded open back vowel
ɒ̰	creaky rounded open back vowel
ɒ̰ː	long creaky rounded open back vowel
ɒ̰ˠ	velarized creaky rounded open back vowel
ɒ̰ˤ	pharyngealized creaky rounded open back vowel
ɒ̰̃	nasalized creaky rounded open back vowel
ɓ	voiced bilabial implosive consonant
ɓʰ	aspirated voiced bilabial implosive consonant
ɓʰː	aspirated long voiced bilabial implosive consonant
ɓʱ	breathy voiced bilabial implosive consonant
ɓʱː	long breathy voiced bilabial implosive consonant
ɓʱˠ	velarized breathy voiced bilabial implosive consonant
ɓʱˤ	pharyngealized breathy voiced bilabial implosive consonant
ɓʲ	palatalized voiced bilabial implosive consonant
ɓʲʰ	palatalized aspirated voiced bilabial implosive consonant
ɓʲʰː	palatalized aspirated long voiced bilabial implosive consonant
ɓʲʱ	palatalized breathy voiced bilabial implosive consonant
ɓʲʷ	palatalized labialized voiced bilabial implosive consonant
ɓʲː	palatalized long voiced bilabial implosive consonant
ɓʷ	labialized voiced bilabial implosive consonant
ɓʷʰ	labialized aspirated voiced bilabial implosive consonant
ɓʷʰː	labialized aspirated long voiced bilabial implosive consonant
ɓʷʱ	labialized breathy voiced bilabial implosive consonant
ɓʷː	labialized long voiced bilabial implosive consonant
ɓʷˠ	labialized velarized voiced bilabial implosive consonant
ɓʷˤ	labialized pharyngealized voiced bilabial implosive consonant
ɓː	long voiced bilabial implosive consonant
ɓˠ	velarized voiced bilabial implosive consonant
ɓˠː	velarized long voiced bilabial implosive consonant
ɓˤ	pharyngealized voiced bilabial implosive consonant
ɓˤː	pharyngealized long voiced bilabial implosive consonant
ɓ̃	nasalized voiced bilabial implosive consonant
ɓ̃ː	nasalized long voiced bilabial implosive consonant
ɓ̃ˤ	nasalized pharyngealized voiced bilabial implosive consonant
ɓ̟	advanced voiced bilabial implosive consonant
ɓ̠	retracted voiced bilabial implosive consonant
ɓ̥	devoiced voiced bilabial implosive consonant
ɓ̥ˠ	velarized devoiced voiced bilabial implosive consonant
ɓ̩	syllabic voiced bilabial implosive consonant
ɓ̩ʲ	syllabic palatalized voiced bilabial implosive consonant
ɓ̩ʲː	syllabic palatalized long voiced bilabial implosive consonant
ɓ̩ʷ	syllabic labialized voiced bilabial implosive consonant
ɓ̩ʷː	syllabic labialized long voiced bilabial implosive consonant
ɓ̩ː	syllabic long voiced bilabial implosive consonant
ɓ̰	creaky voiced bilabial implosive consonant
ɓ̰ʲ	palatalized creaky voiced bilabial implosive consonant
ɓ̰ʷ	labialized creaky voiced bilabial implosive consonant
ɓ̰ː	long creaky voiced bilabial implosive consonant
ɓ̰ˠ	velarized creaky voiced bilabial implosive consonant
ɓ̰ˤ	pharyngealized creaky voiced bilabial implosive consonant
ɓ̰̃	nasalized creaky voiced bilabial implosive consonant
ɓⁿ	with-nasal-release voiced bilabial implosive consonant
ɔ	rounded open-mid back vowel
ɔˀ	glottalized rounded open-mid back vowel
ɔː	long rounded open-mid back vowel
ɔː̟	long advanced rounded open-mid back vowel
ɔː̠	long retracted rounded open-mid back vowel
ɔˑ	mid-long rounded open-mid back vowel
ɔˑ̟	mid-long advanced rounded open-mid back vowel
ɔˑ̠	mid-long retracted rounded open-mid back vowel
ɔ˞	rhotacized rounded open-mid back vowel
ɔ˞ː	long rhotacized rounded open-mid back vowel
ɔˠ	velarized rounded open-mid back vowel
ɔˠː	long velarized rounded open-mid back vowel
ɔˤ	pharyngealized rounded open-mid back vowel
ɔˤː	long pharyngealized rounded open-mid back vowel
ɔ̂	rounded open-mid back with_falling_tone vowel
ɔ̂ː	long rounded open-mid back with_falling_tone vowel
ɔ̂ˑ	mid-long rounded open-mid back with_falling_tone vowel
ɔ̃	nasalized rounded open-mid back vowel
ɔ̃ː	long nasalized rounded open-mid back vowel
ɔ̃ˑ	mid-long nasalized rounded open-mid back vowel
ɔ̃ˤ	pharyngealized nasalized rounded open-mid back vowel
ɔ̃ˤː	long pharyngealized nasalized rounded open-mid back vowel
ɔ̆	ultra-short rounded open-mid back vowel
ɔ̈	centralized rounded open-mid back vowel
ɔ̌ˑ	mid-long rounded open-mid back with_rising_tone vowel
ɔ̘	advanced-tongue-root rounded open-mid back vowel
ɔ̘ː	long advanced-tongue-root rounded open-mid back vowel
ɔ̘ˠ	velarized advanced-tongue-root rounded open-mid back vowel
ɔ̙	retracted-tongue-root rounded open-mid back vowel
ɔ̙ː	long retracted-tongue-root rounded open-mid back vowel
ɔ̙ˠ	velarized retracted-tongue-root rounded open-mid back vowel
ɔ̜	less-rounded rounded open-mid back vowel
ɔ̜ː	long less-rounded rounded open-mid back vowel
ɔ̜ː̟	long advanced less-rounded rounded open-mid back vowel
ɔ̜ˑ	mid-long less-rounded rounded open-mid back vowel
ɔ̜̂ː	long less-rounded rounded open-mid back with_falling_tone vowel
ɔ̜̃ː	long less-rounded nasalized rounded open-mid back vowel
ɔ̜̃ː̟	long advanced less-rounded nasalized rounded open-mid back vowel
ɔ̜̃ˑ	mid-long less-rounded nasalized rounded open-mid back vowel
ɔ̜̟	advanced less-rounded rounded open-mid back vowel
ɔ̜̰̟	advanced less-rounded creaky rounded open-mid back vowel
ɔ̝	raised rounded open-mid back vowel
ɔ̝ː	long raised rounded open-mid back vowel
ɔ̝ˑ	mid-long raised rounded open-mid back vowel
ɔ̝̃	raised nasalized rounded open-mid back vowel
ɔ̝̃ː	long raised nasalized rounded open-mid back vowel
ɔ̝̃ˑ	mid-long raised nasalized rounded open-mid back vowel
ɔ̝̜	raised less-rounded rounded open-mid back vowel
ɔ̝̜ˑ	mid-long raised less-rounded rounded open-mid back vowel
ɔ̞	lowered rounded open-mid back vowel
ɔ̞ː	long lowered rounded open-mid back vowel
ɔ̞ˑ	mid-long lowered rounded open-mid back vowel
ɔ̞ˑ̟	mid-long advanced lowered rounded open-mid back vowel
ɔ̞̂ː	long lowered rounded open-mid back with_falling_tone vowel
ɔ̞̂ˑ	mid-long lowered rounded open-mid back with_falling_tone vowel
ɔ̞̃	lowered nasalized rounded open-mid back vowel
ɔ̞̃ː	long lowered nasalized rounded open-mid back vowel
ɔ̞̆	ultra-short lowered rounded open-mid back vowel
ɔ̞̜	lowered less-rounded rounded open-mid back vowel
ɔ̞̜ˑ	mid-long lowered less-rounded rounded open-mid back vowel
ɔ̟	advanced rounded open-mid back vowel
ɔ̠	retracted rounded open-mid back vowel
ɔ̤	breathy rounded open-mid back vowel
ɔ̤ː	long breathy rounded open-mid back vowel
ɔ̤ˑ	mid-long breathy rounded open-mid back vowel
ɔ̤ˠ	velarized breathy rounded open-mid back vowel
ɔ̤ˤ	pharyngealized breathy rounded open-mid back vowel
ɔ̤̃ː	long nasalized breathy rounded open-mid back vowel
ɔ̥	devoiced rounded open-mid back vowel
ɔ̥ː	long devoiced rounded open-mid back vowel
ɔ̥ˠ	velarized devoiced rounded open-mid back vowel
ɔ̥ˤ	pharyngealized devoiced rounded open-mid back vowel
ɔ̥̃	nasalized devoiced rounded open-mid back vowel
ɔ̥̃ː	long nasalized devoiced rounded open-mid back vowel
ɔ̥̤	devoiced breathy rounded open-mid back vowel
ɔ̥̯	non-syllabic devoiced rounded open-mid back vowel
ɔ̥̯ː	long non-syllabic devoiced rounded open-mid back vowel
ɔ̥̯̃	non-syllabic nasalized devoiced rounded open-mid back vowel
ɔ̥̯̃ː	long non-syllabic nasalized devoiced rounded open-mid back vowel
ɔ̯	non-syllabic rounded open-mid back vowel
ɔ̯ː	long non-syllabic rounded open-mid back vowel
ɔ̯̃	non-syllabic nasalized rounded open-mid back vowel
ɔ̯̃ː	long non-syllabic nasalized rounded open-mid back vowel
ɔ̰	creaky rounded open-mid back vowel
ɔ̰ː	long creaky rounded open-mid back vowel
ɔ̰ˑ	mid-long creaky rounded open-mid back vowel
ɔ̰ˠ	velarized creaky rounded open-mid back vowel
ɔ̰ˤ	pharyngealized creaky rounded open-mid back vowel
ɔ̰̃	nasalized creaky rounded open-mid back vowel
ɔ̹	more-rounded rounded open-mid back vowel
ɔ̹ˑ	mid-long more-rounded rounded open-mid back vowel
ɕ	voiceless alveolo-palatal sibilant fricative consonant
ɕʰ	aspirated voiceless alveolo-palatal sibilant fricative consonant
ɕʰː	aspirated long voiceless alveolo-palatal sibilant fricative consonant
ɕʰˠ	aspirated velarized voiceless alveolo-palatal sibilant fricative consonant
ɕʰˤ	aspirated pharyngealized voiceless alveolo-palatal sibilant fricative consonant
ɕʲ	palatalized voiceless alveolo-palatal sibilant fricative consonant
ɕʲʰ	palatalized aspirated voiceless alveolo-palatal sibilant fricative consonant
ɕʲʷ	palatalized labialized voiceless alveolo-palatal sibilant fricative consonant
ɕʲʷʰ	palatalized labialized aspirated voiceless alveolo-palatal sibilant fricative consonant
ɕʲː	palatalized long voiceless alveolo-palatal sibilant fricative consonant
ɕʷ	labialized voiceless alveolo-palatal sibilant fricative consonant
ɕʷʰ	labialized aspirated voiceless alveolo-palatal sibilant fricative consonant
ɕʷʰː	labialized aspirated long voiceless alveolo-palatal sibilant fricative consonant
ɕʷʰˠ	labialized aspirated velarized voiceless alveolo-palatal sibilant fricative consonant
ɕʷʰˤ	labialized aspirated pharyngealized voiceless alveolo-palatal sibilant fricative consonant
ɕʷˀ	labialized glottalized voiceless alveolo-palatal sibilant fricative consonant
ɕʷː	labialized long voiceless alveolo-palatal sibilant fricative consonant
ɕʷˠ	labialized velarized voiceless alveolo-palatal sibilant fricative consonant
ɕʷˤ	labialized pharyngealized voiceless alveolo-palatal sibilant fricative consonant
ɕˀ	glottalized voiceless alveolo-palatal sibilant fricative consonant
ɕː	long voiceless alveolo-palatal sibilant fricative consonant
ɕˠ	velarized voiceless alveolo-palatal sibilant fricative consonant
ɕˠː	velarized long voiceless alveolo-palatal sibilant fricative consonant
ɕˤ	pharyngealized voiceless alveolo-palatal sibilant fricative consonant
ɕˤː	pharyngealized long voiceless alveolo-palatal sibilant fricative consonant
ɕ̝	raised voiceless alveolo-palatal sibilant fricative consonant
ɕ̞	lowered voiceless alveolo-palatal sibilant fricative consonant
